PMID/PMCID	Publisher	Journal title	Article title	COST (£) charged to Wellcome (inc VAT when charged)
PMC3434208	PLOS	PLOS One	Candidate polymorphisms and severe malaria in a Malian population.	1040.75
"PMCID:
    PMC3655068"	PLOS	PLOS One	Transcriptional analysis of temporal gene expression in germinating Clostridium difficile 630 endospores	1040.87
PMCID: PMC3681921	PLOS	PLOS One	Identification and analysis of putative homologues of mechanosensitive channels in pathogenic protozoa	1041.66
23840430 : PMC3686795 	PLOS	PLOS One	CD38 Structure-Based Inhibitor Design Using the N1-Cyclic Inosine 5'-Diphosphate Ribose Template.	1044.35
PMCID: PMC3680467	PLOS	PLOS One	Ketamine effects on memory reconsolidation favour a learning model of delusions	1044.55
2.3613963E7	PLOS	PLOS One	AMIGO3 is an NgR1/p75 co-receptor signalling axon growth inhibition in the acute phase of adult central nervous system injury	1044.73
PMC3669425	PLOS	PLOS One	REXO2 is an oligoribonuclease active in humna mitochondria	1044.74
PMCID: PMC3782427	PLOS	PLOS One	The N-terminal region of the human autophagy protein ATG16L1 contains a domain that folds into a helical structure consistent with formation of a coiled-coil	1046.74
PMCID: PMC3749138	PLOS	PLOS One	Investigating the consequences of eIF4E2 (4EHP) interaction with 4E-Transporter on its cellular distribution in HeLa cells	1047.02
"PMCID:
    PMC3567063"	PLOS	PLOS One	Anticipating the prevalence of avian influenza subtypes H9 and H5 in live-bird markets	1047.25
"PMCID:
    PMC3784449"	PLOS	PLOS One	Vaccinating women previously exposed to human papillomavirus: a cost-effectiveness analysis of the bivalent vaccine	1047.25
PMCID:ID is PMC3641031	PLOS	PLOS One	Within-host evolution of Staphylococcus aureus during asymptomatic carriage	1048.79
PMC3646743	PLOS	PLOS One	Raised Intraocular pressure as a potential risk factor for visual loss in Leber Hereditary optic neuropathy	1056.24
PMC3647068	PLOS	PLOS One	Growth kinetics of bacterial pili from pairwise pilin association rates	1057.92
2.3505454E7	PLOS	PLOS One	Pyrimidine Biosynthesis is not an essential function for T brucei bloodstream forms	1060
PMC3610929	PLOS	PLOS One	Site Specific Mutation of the Zic2 Locus by Microinjection of TALEN mRNA in Mouse CD1, C3H and C57BL/6J Oocytes.	1060.06
PMCID: PMC3608601	PLOS	PLOS One	A bead aggregation assay for detection of low-affinity protein-protein interactions reveals interactions between N-terminal domains of inosital 1,4,5-trisphosphate receptors	1063.55
PMC3609805	PLOS	PLOS One	The role of proteasome beta subunits in Gastrin-mediated transcription of plasminogen activator inhibitor-2 and regenerating protein 1	1063.69
PMID: 24023766 /PMCID: PMC3762823	PLOS	PLOS One	Are bisphosphonates effective in the treatment of osteoarthritis pain? A meta-analysis and systematic review.	1063.69
PMC3696104	PLOS	PLOS One	A prospective longitudinal study of the clinical outcomes from cryptococcal meningitis following treatment induction with 800mg oral fluconazole in Blantyre, Malawi	1064.04
PMC3701006	PLOS	PLOS One	Parents' agendas in paediatric clinical trial recruitment are different from researchers' and often remain unvoiced: A qualitative study	1064.04
3759422	PLOS	PLOS One	Thyrotropin-releasing hormone (TRH) promotes wound re-epithelialisation in frog and human skin	1064.22
PMC3640068	PLOS	PLOS One	The AgI/II Family Adhesin AspA Is Required for Respiratory Infection by Streptococcus pyogenes	1065.58
PMC3585173	PLOS	PLOS One	Stimulation of inositol 1,4,5-triphosphate (IP3) receptors by adenophostin and its analogs	1068.1100000000001
"PMCID:
    PMC3726763"	PLOS	PLOS One	The potential impact of improving appropriate treatment for fever on malaria and non-malarial febrile illness management in under-5s: a decision-tree modelling approach	1068.1200000000001
"PMCID:
    PMC3711559
"	PLOS	PLOS One	LC-MS/MS confirms that COX-1 drives vascular prostacyclin whilst gene expression pattern reveals non-vascular sites of COX-2 expression	1068.1200000000001
"
    PMC3576415"	PLOS	PLOS One	The presence of methylation quantitative trait Loci indicates a direct genetic influence on the level of DNA methylation in adipose tissue.	1068.19
PMC3680382	PLOS	PLOS One	Pentrose phosphate pathway function affects tolerance to the G-quadruplex binder TMPyP4	1068.23
PMC3655956	PLOS	PLOS One	Imputation of Variants from the 1000 Genomes Project Modestly Improves Known Associations and can Identify Low-frequency Variant - Phenotype Associations Undetected by HapMap Based Imputation	1072.85
PMC3592866	PLOS	PLOS One	Solution structure of the QUA1 dimerization domain of pXqua, the Xenopus ortholog of Quaking	1072.92
2.3922795E7	PLOS	PLOS One	Hinged Plakin Domains Provide Specialized Degrees of Articulation in Envoplakin, Periplakin and Desmoplakin 	1075.98
PMCID: PMC3726769	PLOS	PLOS One	An activating mutation reveals a second binding mode of the integrin Î±2 I domain to the GFOGER motif in collagens	1076.94
2.3451279E7	PLOS	PLOS One	"Caspase-2 Is Upregulated after Sciatic Nerve Transection
and Its Inhibition Protects Dorsal Root Ganglion Neurons
from Apoptosis after Serum Withdrawal"	1079.64
2.3805333E7	PLOS	PLOS One	Regulator of G protein signalling 14 (RGS14) regulates the activation of amb2 integrin during phagoc	1085.61
PMCID: PMC3646404	PLOS	PLOS One	Global quantitative SILAC phosphoproteomics reveals differential phosphorylation is widespread between the procyclic and bloodstream form lifecycle stages of Trypanosoma brucei.	1331.13
2.3967111E7	PLOS	PLOS One	Genetic imprint of vaccination on Simian/Human immunodeficiency virus type 1 transmitted viral genomes in rhesus macaques	1395.78
PMCID: PMC3499358	PLOS	PLOS Genetics	"Genome-wide association studies reveal a simple genetic basis of resistance to naturally coevolving viruses in Drosophila melanogaster
"	1541.48
2.3991236E7	PLOS	PLOS Neglected Tropical Diseases	In vivo imaging of Trypanosome brain interactions and development of a rapid screening test for Drugs against CNS stage trypanosomiasis	1692
2.3853603E7	PLOS	PLOS Pathogens	Mosaic VSG's and the sclae of Trypanosoma brucei antigenic variation	1745
PMCID: PMC3649981	PLOS	PLOS Genetics	Duplication and retention biases of essential and non-essential genes revealed by systematic knockdown	1775.5
PMCID: PMC3617094	PLOS	PLOS Genetics	Functional IL6R 368Ala allele impairs classical IL-6 receptor signalling and influences risk of diverse inflammatory diseases	1785.36
3547931	PLOS	PLOS One	Reducing stock-outs of life saving Malaria Commodities using mobile phone text-messaging: SMS for life study in Kenya 	1926.45
PMC3597521	PLOS	PLOS Pathogens	Th2 Cell-intrinsic Hypo-responsiveness determines susceptibility to Helminth infection	1343.73
PMC3798605	PLOS	PLOS Pathogens	Independent pathways can transduce the life-cycle deifferentiation signal in Trypanosoma brucei	1438.45
"PMCID:
    PMC3486875
"	PLOS	PLOS Pathogens	Histone H1 plays a role in heterochromatin formation and VSG expression site silencing in Trypanosoma brucei	1254.02
2.3326235E7	PLOS	PLOS Pathogens	Schmallenberg virus pathogenesis, tropism and interaction with the innate immune system of the host	1397
2.1483485E7	PLOS	PLOS Pathogens	Lung adenocarcinoma originates from retrovirus infection of proliferating type 2 pneumocytes during pulmonary post-natal development or tissue repair	1404
2.2241985E7	PLOS	PLOS Pathogens	Identification and characterization of a novel non-structural protein of bluetongue virus.	1440
2.3308065E7	PLOS	PLOS Pathogens	Transmission of equine influenza virus during an outbreak is characterized by frequent mixed infections and loose transmission bottlenecks	1440
PMID:23633946	PLOS	PLOS Pathogens	The Mnn2 Mannosyltransferase Family Modulates Mannoprotein Fibril Length, Immune Recognition and Virulence of Candida albicans	1460.3
PMC3610638	PLOS	PLOS Pathogens	DNA break site at fragile subtelomeres determines probability and mechanism of antigenic variation in African trypanosomes	1476.47
"PMCID:
    PMC3784482
"	PLOS	PLOS Pathogens	Cross-serotype Immunity Induced by Immunization with a Conserved Rhinovirus Capsid Protein	1570.87
"PMCID:
    PMC3605240
"	PLOS	PLOS Pathogens	Genome-wide Determinants of Proviral Targeting, Clonal Abundance and Expression in Natural HTLV-1 Infection	1600.25
"PMCID:
    PMC3617147"	PLOS	PLOS Pathogens	Strongyloidiasis and Infective Dermatitis Alter Human T Lymphotropic Virus-1 Clonality in vivo	1600.25
"PMCID:
    PMC3578823"	PLOS	PLOS Pathogens	Induction of p16(INK4a) Is the Major Barrier to Proliferation when Epstein-Barr Virus (EBV) Transforms Primary B Cells into Lymphoblastoid Cell Lines.	1600.79
"PMCID:
    PMC3764221"	PLOS	PLOS Pathogens	The zebrafish as a new model for the in vivo study of Shigella flexneri interaction with phagocytes and bacterial autophagy	1602.17
"PMCID:
    PMC3764210
"	PLOS	PLOS Pathogens	The CLIP-domain serine protease homolog SPCLIP1 regulates complement recruitment to microbial surfaces in the malaria mosquito Anopheles gambiae	1602.8000000000002
"PMCID:
    PMC3192839"	PLOS	PLOS Pathogens	KIR2DL2 enhances protective and detrimental HLA class I-mediated immunity in chronic viral infection	1644.84
PMID: 23468629 /PMCID: PMC3585132	PLOS	PLOS Pathogens	The plasmodium berghei Ca2+/H+Exchanger, PbCAX, is essential for tolerance to environmental CA2+ DU	1723.16
2.4098129E7	PLOS	PLOS Pathogens	The TgsGP gene is essential for resisteance to human serum in Trypanosoma brucei gambiense	1735.2
PMCID: PMC3789764	PLOS	PLOS Pathogens	A mechanism for inhibition of DNA-PK-mediated DNA sensing by a virus	1758.16
PMC3656102	PLOS	PLOS Pathogens	Orthobunyavirus Ultrastructure and the Curious Tripodal Glycoprotein Spike.	1766.76
"PMCID:
    PMC3731244"	PLOS	PLOS Pathogens	An anti-human ICAM-1 antibody inhibits rhinovirus-induced exacerbations of lung inflammation	1780
2.3505371E7	PLOS	PLOS Pathogens	An Over expression screen of Toxoplasma Gondii Rab-GTPases reveals distinct transport routes to the micronemes	1782
PMC3585151	PLOS	PLOS Pathogens	Poxvirus targeting of E3 ligase Beta-TrCP by molecular mimicry: A mechanism to inhibit Nf-?B activation	1784.65
PMCID: PMC3749955	PLOS	PLOS Pathogens	Determinants of GPI-PLC localisation to the flagellum, and access to GPI-anchored substrates in trypanosomes	1817.87
PMC3507950	PLOS	PLOS One	Systematic review of TST responses in people living with HIV in under-resourced settings: implications for isoniazid preventive therapy.	842.54
PMC3517620	PLOS	PLOS One	Impact of anthelminthic treatment in pregnancy and childhood on immunisations, infections and eczema in childhood: a randomised controlled trial.	842.54
PMC3806823	PLOS	PLOS One	Methods of identifying neisseria manigitidis carriers: a multi-centre study in the African meningitis belt.	850.88
PMC3661537	PLOS	PLOS One	Rates of switching antiretroviral drugs in a primary care service in South Africa before and after introduction of Tenofovir	871.42
"PMC3777952
"	PLOS	PLOS One	Retinal Nerve Fibre Layer Thickness and Contrast Sensitivity in HIV-Infected Individuals in South Africa: A Case-Control Study.	878.28
PMC3620205	PLOS	PLOS One	Association between milk and milk product consumption and anthropometric measures in adult men and women in India: a cross-sectional study.	879.36
PMC3648513	PLOS	PLOS One	Alcohol-related dysfunction in working-age men in Izhevsk, Russia: an application of structural equation models to study the association with education	879.36
PMC3760871	PLOS	PLOS One	Acute maternal infection and risk of pre-eclampsia: a population-base case control study.	884.67
"    
PMC3596319"	PLOS	PLOS One	Effect of genital herpes on cervicovaginal HIV shedding in women co-infected with HIV AND HSV-2 in Tanzania	904.34
PMC 3712914	PLOS	PLOS Medicine	Global Burden of Sickle cell Anaemia in children under Five, 2010-2050: Modelling Based on Demographics, excess Mortality and interventions	1919.88
3549118	Dartmouth Journal Services	PNAS	CTLA-4 controls the thymic development of both conventional and regulatory T cells through modulation of the TCR repertoire	625
PMCID: PMC3606975	National Academy of Sciences, USA	PNAS	Membrane lipid saturation activates endoplasmic reticulum unfolded protein response transducers through their transmembrane domains	667.74
PMCID: PMC3491471	National Academy of Sciences, USA	PNAS	Efficient -2 frameshifting by mammalian ribosomes to synthesize an additional arterivirus protein	725.4
PMCID: PMC3612627	National Academy of Sciences, USA	PNAS	Reversible epigenetic down-regulation of MHC molecules by devil facial tumour disease illustrates immune escape by a contagious cancer	1069.8
PMC3529030	National Academy of Sciences, USA	PNAS	How nature can exploit nonspecific catalytic and carbohydrate binding modules to create enzymatic specifity	734
2294692	National Academy of Sciences, USA	PNAS	Shaping accoustic fields as a toolset for microfluidic manipulations in diagnostic technologies	1420
PMCID: PMC3780889	National Academy of Sciences, USA	PNAS	Activation of the canonical IKK complex by K63/M1-linked hybrid ubiquitin chains	853.64
PMC3612675	National Academy of Sciences, USA	PNAS	Cannabinoid- and lysophosphatidylinositol-sensitive receptor GPR55 boosts neurotransmitter release at central synapses	651.58
PMC3749971	PLOS	PLOS Neglected Tropical Diseases	The outcome of trachomatous trichiasis surgery in Ethiopia: risk factors for recurrence.	1488.29
PMC 3460945	PLOS	PLOS One	Persistence of Hyperinvasive Meningococcal Strain types during Global spread as recorded in the PubMLST Database	852.04
Pending 	Wiley-Blackwell	Population, Space and Place	Gendered Patterns of Migration in Rural South Africa	1836.92
23924687 PMC3841754 	BMJ Group	Postgraduate Medical Journal	Operator training requirements and diagnostic accuracy of Fibroscan in routine clinical practice	2040
PMCID: PMC3664370	BMJ Group	Postgraduate Medical Journal	Antithrombotic therapy in atrial fibrillation: aspirin is rarely the right choice	2040
PMID: 23375993 PMCID: PMC3712186 	Elsevier	Preventive Medicine	Incorporating walking or cycling into car journeys to and from work: the role of individual, workplace and environmental characteristics	1160.62
PMID: 22964003	Elsevier	Preventive Medicine	Associations between active commuting and physical activity in working adults: cross sectional results from the Commuting and Health in Cambridge study	1188.83
PMCID: PMC3722482	Elsevier	Preventive Medicine	Associations between active commuting and physical and mental wellbeing	1273.15
PMCID: PMC3509192	Elsevier	Preventive Medicine	Parent awareness of young children’s physical activity	2321.23
PMID: 22796629 PMC3824070 	Elsevier	Preventive Medicine	Is active travel associated with greater physical activity? The contribution of commuting and non-commuting active travel to total physical activity in adults	2377.65
PMCID: PMC3636455	Elsevier	Preventive Medicine	Is wearing a pedometer associated with higher physical activity among adolescents?	2475.13
PMC3093473	National Academy of Sciences, USA	PNAS	Crystal structures of the endoplasmic reticulum aminopeptidase-1 (ERAP1) reveal the molecular basis for N-terminal peptide trimming.	731.77
 PMCID: PMC3465389 	National Academy of Sciences, USA	PNAS	Evidence that Viral RNAs have Evolved for Efficient.  Two-stage Packaging	619.83
PMC3712444	Royal Society	Proceedings B	Suppressors of RNAi from plant viruses are subject to episodic positive selection	1260
PMC3673055	Royal Society	Proceedings B	Integrating genealogical and dynamical modelling to infer escape and reversion rates in HIV epitopes	1680
2.3282992E7	Royal Society	Proceedings of the Royal Society	Linking the antigen archive structure to pathogen fitness in African trypanosomes	1296
PMC3511132	Dartmouth Journal Services	PNAS	SGTA antagonizes BAG6-mediated protein triage	603.42
3704016	Dartmouth Journal Services	PNAS	Inositol kinase and its product accelerate wound healing by modulating calcium levels, Rho GTPases, and F-actin assembly	660.59
2766312	Dartmouth Journal Services	PNAS	Analysis of Synthetic Lethality Reveals Genetic Interactions Between the GTPase Snu114p and snRNAs in the Catalytic Core of the Saccharomyces cerevisiae Spliceosome	1241.1
"PMCID:
    PMC3670340
"	National Academy of Sciences, USA	PNAS	Systematic identification of conserved bacterial c-di-AMP receptor proteins	395.6
"PMCID:
    PMC3479458
"	National Academy of Sciences, USA	PNAS	Structural basis for the recognition and cleavage of abasic DNA in Neisseria meningitidis	605.17
"PMCID:
    PMC3529010"	National Academy of Sciences, USA	PNAS	Interactions between the nucleosome histone core and Arp8 in the INO80 chromatin remodeling complex	614.95
PMC3479523	National Academy of Sciences, USA	PNAS	Selectively altering belief formation in the human brain 	617.79
PMC3538261	National Academy of Sciences, USA	PNAS	Repair of the degenerate retina by photoreceptor transplantation	662.09
PMC3557024	National Academy of Sciences, USA	PNAS	Sexual reproduction and mating-type-mediated strain development in the penicillin-producing fungus Penicillium chrysogenum.	664.89
3666720	National Academy of Sciences, USA	PNAS	Presynaptic maturation in auditory hair cells requires a critical period of sensory-independent spiking activity	765.36
"PMCID:
    PMC3619373"	National Academy of Sciences, USA	PNAS	Neonatal antibody responses are attenuated by interferon gamma produced by NK and T cells during RSV infection	770.75
PMCID: PMC3587277	National Academy of Sciences, USA	PNAS	Tapasin-related protein TAPBPR is an additional component of the MHC class I presentation pathway	792
3752214	National Academy of Sciences, USA	PNAS	Progressive hearing loss and gradual deterioration of sensory hair bundles in the ears of mice lacking the actin-binding protein Eps8L2	793.02
23213245 PMC3529034 	National Academy of Sciences, USA	PNAS	Increased lipolysis and altered lipid homeostatis protect y-synuclein-null mutant mice from diet induced obesity	751.8399999999999
PMCID: PMC3503170	National Academy of Sciences, USA	PNAS	Prediction of economic choice by primate amygdala neurons	732.25
PMID: 23319650  PMC3562850 	National Academy of Sciences, USA	PNAS	Structure of the trypanosome haptoglobin haemoglobin receptor and implications for nutrient uptake and innate immunity	759.3
PMID: 23650371 23650371	National Academy of Sciences, USA	PNAS	CaBP1, a neuronal Ca2+ sensor protein, inhibits inositol trisphosphate receptors by clamping intersubunit interactions	786.98
3396515	National Academy of Sciences, USA	PNAS	Multistep molecular mechanism for Bone morphogenetic protein extracellular transport in the Drosophila embryo	206.32
23341602 PMC3568321	National Academy of Sciences, USA	PNAS	Specular reflections and the estimation of shape 	663.3
PMC3606973	National Academy of Sciences, USA	PNAS	Dimerization of complement factor H-related proteins modulates complement activation in vivo	779.69
PMCID: PMC3746881	National Academy of Sciences, USA	PNAS	BslA is a self-assembling bacterial hydrophobin that coats the Bacillus subtilis biofilm.	888.18
PMC3607024	National Academy of Sciences, USA	PNAS	Astrocyte pathology and the absence of non-cell autonomy in an induced pluripotent stem cell model of TDP-43 proteinopathy.	2691.68
PMCID: PMC3511128 	National Academy of Sciences, USA	PNAS	The impact of pyrethroid resistance on operational malaria control	831.09
PMC3009818	National Academy of Sciences, USA	PNAS	Exquisite sensitivity to subsecond, picomolar nitric oxide transients conferred on cells by guanylyl cyclase-coupled receptors	601.7
"PMCID:
    PMC3581936"	National Academy of Sciences, USA	PNAS	Specific DNA recognition mediated by a type IV pilin	567.65
PMID:23391734 PMC3581986	National Academy of Sciences, USA	PNAS	STAT2 deficiency and susceptibility to viral illness in humans	890
PMC3491520	National Academy of Sciences, USA	PNAS	Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostracyclin in the cardiovascular system	809.62
3735249	Royal Society	Proceedings of the Royal Society	Adaptive noise	1260
PMC3673050	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Stability of within host parasite communities in a wild mammal system	1050
PMC3673056	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Cooperation creates selection for tactical deception	1400
PMC3497093	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Inferring subjective states through the observation of actions	1680
PMC3497249	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Grey Matter Volume in Early Human Visual Cortex Predicts Proneness to the Sound induced Flash Illusion	1680
"PMC3574303


"	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Direct evidence for encoding of motion streaks in human visual cortex	1680
PMC3479731	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Virulence, drug sensitivity and transmission success in the rodent malaria, Plasmodium chabaudi.	1260
PMCID: PMC3712420	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Analysis of phenotypic evolution in Dictyostelia highlights developmental plasticity as a likely consequence of colonial multicellularity	1680
PMC3259919	Royal Society	Proceedings of the Royal Society B: Biological Sciences	Non-linear time series approaches in characterising mood stability and mood instability in bipolar disorder	1680
"PMC3601848

"	Oxford University Press	Protein Engineering, Design and Selection (	Evaluating the use of Apo-neocarzinostatin as a cell penetrating protein.	2040
PMC3445812	Elsevier	Protein Expr Purif.	Analysis of conditions affecting auto-phosphorylation of human kinases during expression in bacteria	1938.38
PMC3649266	Wiley-Blackwell	Protein Science	Clostridium perfringens epsilon toxin H149A mutant as a platform for receptor binding studies	1935.6
PMID23184293	Wiley-Blackwell	Protein Science	Crystal Structure of the small GTPase Ar16/BBS3 from Trypanosoma brucei	1954.66
PMID:22997008 PMC3569869 	Wiley-Blackwell	Protemics	Carbon source-induced reprogramming of the cell wall proteome and secretome modulates the adherence and drug resistance of the fungal pathogen Candida albicans	1409.96
PMC3405529	Elsevier	Protist	A Trypanosoma brucei protein required for maintenance of the flagellum attachment zone and flagellar pocket ER domains	2177.87
PMC3437796	American Psychological Association	Psychological Assessment	The factor structure of the autobiographical memory test in recent trauma survivors	2973.32
PMC3544544	Cambridge University Press	Psychological Medicine	Patients’ beliefs about the causes, persistence and control of psychotic experiences predict take-up of effective cognitive behaviour therapy for psychosis	1800
e-pub 	Cambridge University Press	Psychological Medicine	The methods and outcomes of cultural adaptations of psychological treatments for depressive disorder.	2034
in press - due August 13	Cambridge University Press	Psychological Medicine	Depression is related to an absence of optimistically biased belief about future life events	2034
	Cambridge University Press	Psychological Medicine	Reduced parahippocampal cortical thickness in subjects at ultra-high risk for psychosis	2034
	Cambridge University Press	Psychological Medicine	Atypical Interference effect of action observation in autism spectrum conditions	2034
PMC3444305	American Psychological Association	Psychological Review	Generalization through the recurrent interaction of episodic memories: a model of the hippocampal system	2534.53
PMC3494454	Sage	Psychological Science	Chaotic Homes and Children's Disruptive Behavior: A Longitudinal Cross-Lagged Twin Study	2297.82
	Sage	Psychological Science	Motor Activation during the predicition of nonexecutable actions in infants	1944.14
PMC3444173	American Psychological Association	Psychological Trauma: ory research, practice and policy	Investigating cognitive pathways to psychopathology: predicting depression and posttraumatic stress disorder from early responses after assault	2973.32
PMID: 23407782 PMC3676742	Springer	Psychopharmacology	Divergent effects of D(2/3) receptor activation in the nucleus accumbens core and shell on impulsivity and locomotor activity in high and low impulsive rats	1142.79
PMID: 23299096  PMC3636441 	Springer	Psychopharmacology	Comparison of the conditioned reinforcing properties of a safety signal and appetitive stimulus: effects of d-amphetamine and anxiolytics	2075.05
PMID: 23681165  PMC3824307 	Springer	Psychopharmacology	Noradrenergic  versus dopaminergic modulation of impulsivity, attention and monitoring behaviour in rats performing the stop-signal task: possible relevance to ADHD	2265.88
PMCID: PMC3665474	BioMed Central	Public Health	Walking and cycling to work despite reporting an unsupportive environment: insights from a mixed-method exploration of resilience	384
PMID: 23332733 PMC3712184 	Elsevier	Public Health	Association between diet and physical activity and sedentary behaviours in 9-10 year old British White children	2321.23
	Oxford University Press	Public Health Ethics	Using social networking sites for communicable disease control: innovative contact tracing or breach of confidentiality?	1800
PMC3458429	Cambridge University Press	Public Health Nutrition	Prevalence and risk factors for self-reported diabetes among adult men and women in India: findings from a national cross-sectional survey.	2034
PMC3733066	Cambridge University Press	Public Health Nutrition	Maternal HIV infection and other factors associated with growth outcomes of HIV-uninfected infants in Entebbe, Uganda	2034
2.3166732E7	PLOS	PLOS One	The Sec1/Munc18 protein Vps45 regulates cellular levels of its SNARE binding partners Tlg2 and Snc2 in Saccharomyces cerevisiae	1016.24
PMC3388079	PLOS	PLOS One	T7 RNA polymerase functions in vitro without clustering	1053.41
543219	public.service.co.uk	Public Service Review	Laboratory Science in Tropical Medicine	6000
"PMCID:
    PMC3763377"	Elsevier	Pulmonary Pharmacology & rapeutics	Pre-Clinical Studies in Cough Research: Role of Transient Receptor Potential (TRP) Channels	2421.77
PMC3488812	Cambridge University Press	Pyschological Medicine	A Comparison of the Clinical Characteristics of Women with Recurrent Major Depression with and without Suicidal Symptomolgy	1800
PMC3235332	Oxford University Press	QJM: An International Journal of Medicine	Hepatitis C virus: current concepts and future challenges	1700
PMID23824939	Oxford University Press	QJM: An International Journal of Medicine	Risk factors for wheezing in infants born in Cuba	2400
Not yet available	Sage	Qualitative Research	Picturing commuting: photovoice and seeking well-being in everyday travel	480
22777780 PMCID: PMC3568905 	Wiley-Blackwell	Rapid Communications in Mass Spectrometry	The role of conformational flexibility in B2, microglobulin amyloid fibril formation at neutral pH.	1853
PMC3021913	BioScientifica	Reproduction(Cambridge, England)	Influence of energy balance on the somatotrophic axis and matrix metalloproteinase expression in the endometrium of the postpartum dairy cow	1200
PMC3824936 	Springer	Reproductive Medicine and Biology	Nuclear reprogramming of sperm and somatic nuclei in eggs and oocytes	2242.99
PMC3682634	Sage	Reproductive Sciences	Priorities for Endometriosis Research: Recommendations from an International Consensus Workshop 	2373.77
PMC3632752	Elsevier	RESEARCH IN VETERINARY SCIENCE	Bluetongue and Epizootic Haemorrhagic Disease virus in local breeds of cattle in Kenya	2476.85
	Karger	Respiration	Mesenchymal Stem Cells As Vectors For Lung Cancer Therapy 	2134.67
PMCID:    PMC3570335	BioMed Central	Respiratory Research	Can spirometric norms be set using pre- or post- bronchodilator test results in older people?	1524.9
"PMCID:
    PMC3726453

"	BioMed Central	Respiratory Research	Neutrophil adhesion molecules in experimental rhinovirus infection in COPD	1902
PMC3577477	BioMed Central	Respiratory Research	Sputum mediator profiling and relationship to airway wall geometry imaging in severe asthma	1854
3281495	Oxford University Press	Rheumatology	Dynamic regulation of glucocorticoid signalling in health and disease	2040
3651613	Oxford University Press	Rheumatology	High bone mass is associated with an increased prevalence of joint replacement: a case-control study	2040
PMC3504671	Cold Spring Harbor Laboratory Press	RNA	Kinetic analysis of pre-ribosome structure in vivo	910.05
PMC3527725	Cold Spring Harbor Laboratory Press	RNA	The association of an La module with the PABP-interacting motif PAM2 is a recurrent evolutionary process that led to the neofunctionalization of La-related proteins	1107.57
PMID:23635806	Landes Bioscience	RNA Biology	Human pentatricopeptide proteins- only a few and what do they do?	402.42
PMCID: PMC3672288	Landes Bioscience	RNA Biology	The functional exchangeability of pk- and k-turns in RNA structure	494.96
23422316 PMCID: PMC3710354 	Landes Bioscience	RNA Biology	A two-stage mechanism of viral RNA campaction revealed by single molecule fluorescence	572.99
PMC 3720043	Royal Society	RSTB 2012.0145	A sticky situation : the unexpected stability of malaria elimination	1680
PMC3494044	Oxford University Press	Schizophrenia Bulletin	Alterations in white matter evident before the onset of psychosis	2047.5
PMID: 23236081	Oxford University Press	Schizophrenia Bulletin	Social deprivation, inequality and the neighbourhood-level incidence of psychotic syndromes in East London	2040
PMC3686461	Oxford University Press	Schizophrenia Bulletin	Life Events and Psychosis: A Review and Meta-Analysis	2048
PMID: 22704639 PMC3485564 	Elsevier	Schizophrenia Research	Childhood infection and adult schizophrenia: A meta-analysis of population-based studies	2222.09
PMID: 21764562  PMC3485562	Elsevier	Schizophrenia Research	A quantitative meta-analysis of population-based studies of premorbid intelligence and schizophrenia	2222.09
23230506 PMC3516806 	Nature Publishing Group	Scientific Reports	Structure of a metal-independent bacterial glycosyltransferase that catalyzes the synthesis of histo-blood group A antigen.	1068
-	Taylor and Francis	Science as Culture	Walking or Waiting? Topologies of the Breeding Ground in Malaria Control	2145.6
	The Sheridan Press	Science-Research	High Coverage of ART increases	949.52
	The Sheridan Press	Science-Research	Increase in adult life expectancy	1224.61
PMC3480808	Nature Publishing Group	Scientific Reports	Estimating the proportion of variation in susceptibility to multiple sclerosis captured by common SNPs.	1068
"PMC3605607

"	Nature Publishing Group	Scientific Reports	Homogeneous Antibody Fragment Conjugation By Disulfide Bridging Introduces 'Spinostics'	1068
PMC3557449	Nature Publishing Group	Scientific Reports	A Weber-like law for perceptual learning	1068
PMC3628164	Nature Publishing Group	Scientific Reports	The distribution of haemoglobin C and its prevalence in newborns in Africa	1068
PMC3672980	Elsevier	Seizure	Co-morbidity of epilepsy in Tanzanian children: a community-based case-control study	2369.7
PMC3496546	Springer	Seminars in Immunopathology	Trichuris muris: a model of gastrointestinal parasite infection	1894.6
PMCID: PMC3765962	Elsevier	Seminars in Oncology	Adjuvant therapy in renal cell carcinoma - past, present, and future	2379.79
"PMCID:
    PMC3571806"	MDPI	Sensors	Wearable and Implantable Sensors: The patientâ€™s Perspective	1290.4099999999999
23698510  PMC3812900	BMJ Group	Sexually Transmitted Infections	Cross-sectional survey of treatment practices for urethritis at pharmacies, private clinics and government health facilities in coastal Kenya: many missed opportunities for HIV prevention.	1700
PMC3749517	BMJ Group	Sexually Transmitted Infections	Trichomonas vaginalis virulence factors: an integrative overview	2340
"PMCID:
    PMC3730896 "	BMJ Group	Sexually Transmitted Infections	Estimating the resources required in the roll-out of universal access to antiretroviral therapy in Zimbabwe	2040
