DOI/PMID,Cost type,Cost (€),Article title,Journal title,Publisher,Year of publication,Open Access,Notes
10.1038/embor.2013.47,Other publication costs," € 1,182.76 ",Antisense regulation by transposon-derived RNAs in the hyperthermophilic archaeon Sulfolobus solfataricus.,EMBO Reports,NATURE PUBLISHING GROUP,2013,OA,
10.1007/s10817-013-9285-6,Hybrid Open Access," € 2,618.00 ",Anti-unification for Unranked Terms and Hedges.,Journal of Automated Reasoning,SPRINGER VERLAG,2013,OA,
10.1038/tp.2012.94,Hybrid Open Access," € 3,120.00 ",Anxiety- rather than depression-like behavior is associated with adult neurogenesis in a female mouse model of higher trait anxiety- and comorbid depression-like behavior.,Translational Psychiatry,NATURE PUBLISHING GROUP,2012,OA,
10.1016/j.revpalbo.2013.09.005,Hybrid Open Access," € 2,999.11 ",Aponogeton pollen from the Cretaceous and Paleogene of North America and West Greenland: Implications for the origin and palaeobiogeography of the genus.,Review of Palaeobotany and Palynology,ELSEVIER,2014,OA,
10.3390/molecules18044357,Gold Open Access," € 1,839.62 ",Application Scope and Limitations of TADDOL-Derived Chiral Ammonium Salt Phase-Transfer Catalysts.,Molecules,MDPI,2013,OA,
10.1016/j.matchar.2013.02.007,Hybrid Open Access," € 2,676.26 ",Archaeometallurgical characterization of the earliest European metal helmets,Materials Characterization,ELSEVIER,2013,OA,
10.1038/srep01952,Gold Open Access," € 1,255.20 ","Are collapse models testable with quantum oscillating systems? The case of neutrinos, kaons, chiral molecules.",SCIENTIFIC REPORTS,NATURE PUBLISHING GROUP,2013,OA,
10.1128/JB.01487-12,Other publication costs," € 1,125.41 ",Are the Surface Layer Homology Domains Essential for Cell Surface Display and Glycosylation of the S-Layer Protein from Paenibacillus alvei CCM 2051T?,Journal of Bacteriology,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,,
10.1074/jbc.M113.479147,Other publication costs, € 871.36 ,Array-assisted Characterization of a Fucosyltransferase Required for the Biosynthesis of Complex Core Modifications of Nematode N-Glycans.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,,
10.1002/ejoc.201300004,Hybrid Open Access," € 2,400.00 ",Aryl Bromides and Aryl Chlorides for the Direct Arylation of Benzylic Amines Mediated by Ruthenium(II).,European Journal of Organic Chemistry,WILEY-BLACKWELL,2013,OA,
10.1016/j.freeradbiomed.2012.03.022,Hybrid Open Access," € 2,257.53 ",Ascorbate stimulates endothelial nitric oxide synthase enzyme activity by rapid modulation of its phosphorylation status.,Free Radical Biology and Medicine,ELSEVIER,2012,OA,
10.2166/wst.2013.029,Hybrid Open Access," € 2,700.00 ",Assessing the efficiency of different CSO positions based on network graph characteristics.,Water Science and Technology,IWA PUBLISHING,2013,OA,
10.1016/j.watres.2013.10.038,Hybrid Open Access," € 2,726.46 ",Assessing the impact of transitions from centralised to decentralised water solutions on existing infrastructures – Integrated city-scale analysis with VIBe.,Water Research,ELSEVIER,2013,OA,
10.1016/j.jtcvs.2011.07.032,Hybrid Open Access," € 2,979.94 ",Association of CD14 monocyte-derived progenitor cells with cardiac allograft vasculopathy.,Journal of Thoracic and Cardiovascular Surgery,ELSEVIER,2011,OA,Immediate OA 21.07.2011
10.1016/j.yhbeh.2012.10.009,Hybrid Open Access," € 1,986.71 ",Association of menstrual cycle phase with the core components of empathy.,Hormones and Behavior,ELSEVIER,2013,OA,
10.1186/1477-7525-11-64,Gold Open Access," € 1,601.40 ",Association of psychological status and patient-reported physical outcome measures in joint arthroplasty: a lack of divergent validity.,Health and Quality of Life Outcomes,BIOMED CENTRAL,2013,OA,
10.1016/j.jbiotec.2012.03.023,Hybrid Open Access," € 1,986.62 ",Asymmetric bioreduction of activated alkenes to industrially relevant optically active compounds.,Journal of Biotechnology,ELSEVIER,2012,OA,
10.1016/j.tet.2012.05.092,Hybrid Open Access," € 2,257.53 ",Asymmetric bioreduction of activated carbon–carbon double bonds using Shewanella yellow enzyme (SYE-4) as novel enoate reductase.,Tetrahedron,ELSEVIER,2012,OA,
10.1016/j.tetlet.2013.02.095,Hybrid Open Access," € 2,676.26 ",Asymmetric cyclopropanation of chalcones using chiral phase-transfer catalysts.,Tetrahedron Letters,ELSEVIER,2013,OA,
10.1021/op4000237,Hybrid Open Access," € 2,050.96 ","Asymmetric Preparation of prim-, sec-, and tert-Amines Employing Selected Biocatalysts.",Organic Process Research and Development,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1002/adsc.201300392,Hybrid Open Access," € 2,500.00 ",Asymmetric Synthesis of beta-Substituted alpha-Methylenebutyro- lactones via TRIP-Catalyzed Allylation: Mechanistic Studies and Application to the Synthesis of (S)-(-)-Hydroxymatairesinol.,Advanced Synthesis and Catalysis,WILEY-BLACKWELL,2013,OA,
10.1242/jeb.083774,Hybrid Open Access," € 1,585.75 ",Asymmetry in the song of crickets: Preferences of females and proximate mechanism of discrimination.,Journal of Experimental Biology,THE COMPANY OF BIOLOGISTS LIMITED,2013,OA,
10.1016/j.jnt.2011.02.015,Hybrid Open Access," € 1,354.52 ",Asymptotic normality of additive functions on polynomial sequences in canonical number systems.,Journal of Number Theory,ELSEVIER,2011,OA,"delayed 1 day, OA on 06.04.2011"
10.1002/nme.4516,Hybrid Open Access," € 2,400.00 ",Asynchronous collision integrators: Explicit treatment of unilateral contact with friction and nodal restraints.,International Journal for Numerical Methods in Engineering,WILEY-BLACKWELL,2013,OA,
10.1016/j.cma.2012.11.004,Hybrid Open Access," € 2,980.06 ",Asynchronous variational integration using continuous assumed gradient elements.,Computer Methods in Applied Mechanics and Engineering,ELSEVIER,2013,OA,
10.1016/j.susc.2013.02.014,Hybrid Open Access," € 2,676.26 ",Atomic structure and composition of the yttria-stabilized zirconia (111) surface.,Surface Science,ELSEVIER,2013,OA,
10.1063/1.4821338,Hybrid Open Access, € 280.16 ,Atomistic modeling of bond lengths in random and ordered III-V alloys.,Journal of Applied Physics,AMERICAN INSTITUTE OF PHYSICS (AIP),2013,OA,
10.1016/j.susc.2012.03.018,Hybrid Open Access," € 4,515.05 ",Attachment limited versus diffusion limited nucleation of organic molecules: Hexaphenyl on sputter-modified mica.,Surface Science,ELSEVIER,2012,OA,
10.1007/s11160-012-9297-z,Hybrid Open Access," € 2,380.00 ",Auditory evoked potential audiometry in fish.,Reviews in Fish Biology and Fisheries,SPRINGER VERLAG,2013,OA,
10.1186/1687-5281-2013-46,Gold Open Access, € 765.00 ,Automated detection of elephants in wildlife video.,Eurasip Journal on Image and Video Processing,SPRINGER OPEN,2013,OA,
10.1016/j.envsoft.2013.05.006,Hybrid Open Access," € 2,230.21 ",Automatic generation of water distribution systems based on GIS data.,Environmental Modelling and Software,ELSEVIER,2013,OA,
10.1523/JNEUROSCI.4116-12.2013,Other publication costs, € 858.92 ,Axons Giving Rise to the Palisade Endings of Feline Extraocular Muscles Display Motor Features.,Journal of Neuroscience,SOCIETY FOR NEUROSCIENCE,2013,,
10.1103/PhysRevLett.110.106101,Hybrid Open Access," € 2,529.64 ",Azimuthal Reorientation of Pentacene upon 2D Condensation.,Physical Review Letters,AMERICAN PHYSICAL SOCIETY (APS),2013,OA,
10.1093/nar/gkt1169,Gold Open Access," € 2,556.00 ",Back to translation: removal of aIF2 from the 5-end of mRNAs by translation recovery factor in the crenarchaeon Sulfolobus solfataricus.,Nucleic Acids Research,OXFORD UNIVERSITY PRESS (OUP),2013,OA,
10.1007/s12104-013-9466-6,Hybrid Open Access," € 2,618.00 ",Backbone and partial side chain assignment of the microtubule binding domain of the MAP1B light chain.,Biomolecular NMR Assignments,SPRINGER VERLAG,2013,OA,
10.1128/AEM.00402-13,Hybrid Open Access," € 1,551.00 ",Bacterially Induced Weathering of Ultramafic Rock and Its Implications for Phytoextraction.,Applied and Environmental Microbiology,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,OA,
10.1128/AEM.00402-13,Other publication costs, € 609.55 ,Bacterially Induced Weathering of Ultramafic Rock and Its Implications for Phytoextraction.,Applied and Environmental Microbiology,AMERICAN SOCIETY FOR MICROBIOLOGY (ASM),2013,OA,
10.1038/npp.2013.21,Hybrid Open Access," € 3,480.00 ",Behavioral and Neurobiological Effects of Deep Brain Stimulation in a Mouse Model of High Anxiety- and Depression-Like Behavior.,Neuropsychopharmacology,NATURE PUBLISHING GROUP,2013,OA,
10.1016/j.phytochem.2009.06.005,Other publication costs, € 172.50 ,Berberine bridge enzyme catalyzes the six electron oxidation of (S)-reticuline to dehydroscoulerine.,Phytochemistry,ELSEVIER,2009,,
10.1016/j.aim.2013.07.012,Hybrid Open Access," € 1,338.13 ",Bergman spaces of natural G-manifolds.,Advances in Mathematics,ELSEVIER,2013,OA,
10.3389/fnhum.2013.00168,Gold Open Access, € 967.90 ,Beyond noise: using temporal ICA to extract meaningful information from high-frequency fMRI signal fluctuations during rest.,Frontiers in Human Neuroscience,FRONTIERS RESEARCH FOUNDATION,2013,OA,
10.1021/om3012147,Hybrid Open Access," € 2,077.12 ",Biferrocene-Based Diphosphine Ligands: Synthesis and Application of Walphos Analogues in Asymmetric Hydrogenations. Organometallics.,Organometallics,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1021/np4005807,Hybrid Open Access," € 1,969.01 ",Bilirubin and Related Tetrapyrroles Inhibit Food-Borne Mutagenesis: A Mechanism for Antigenotoxic Action against a Model Epoxide.,Journal of Natural Products,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1038/ngeo1581,Other publication costs, € 767.84 ,Biogeochemically diverse organic matter in Alpine glaciers and its downstream fate.,Nature Geoscience,NATURE PUBLISHING GROUP,2012,,
10.1098/rsif.2012.1028,Hybrid Open Access," € 1,899.81 ",Biomechanics and hydrodynamics of prey capture in the Chinese giant salamander reveal a high-performance jaw-powered suction feeding mechanism.,Journal of the Royal Society Interface,THE ROYAL SOCIETY,2013,OA,
10.1098/rsif.2012.1028,Other publication costs, € 949.91 ,Biomechanics and hydrodynamics of prey capture in the Chinese giant salamander reveal a high-performance jaw-powered suction feeding mechanism.,Journal of the Royal Society Interface,THE ROYAL SOCIETY,2013,OA,
10.1111/1462-2920.12205,Hybrid Open Access," € 2,259.89 ",Biophysical controls on cluster dynamics and architectural differentiation of microbial biofilms in contrasting flow environments.,Environmental Microbiology,WILEY-BLACKWELL,2013,OA,
10.1016/j.clinph.2013.09.029,Hybrid Open Access," € 2,726.46 ",Blocked versus randomized presentation modes differentially modulate feedback-related negativity and P3b amplitudes.,Clinical Neurophysiology,ELSEVIER,2013,OA,
10.1016/j.comgeo.2012.02.005,Hybrid Open Access, € 993.31 ,Blocking delaunay triangulations.,Computational Geometry: Theory and Applications,ELSEVIER,2013,OA,
10.1111/1365-2435.12173,Hybrid Open Access," € 2,306.22 ","Body mass dependent use of hibernation: why not prolong the active season, if they can?",Functional Ecology,WILEY-BLACKWELL,2013,OA,
10.1016/j.epsl.2012.10.004,Hybrid Open Access," € 2,167.32 ",Bomb fall-out 236U as a global oceanic tracer using an annually resolved coral core.,Earth and Planetary Sciences Letters,ELSEVIER,2012,OA,
10.1002/pola.26865,Hybrid Open Access," € 2,711.87 ",Branched polyphosphazenes with controlled dimensions.,"Journal of Polymer Science, Part A: Polymer Chemistry",WILEY-BLACKWELL,2013,OA,
10.1074/jbc.M112.384453,Other publication costs, € 897.14 ,"Brassinosteroid-regulated GSK3/Shaggy-like Kinases Phosphorylate Mitogen-activated Protein (MAP) Kinase Kinases, Which Control Stomata Development in Arabidopsis thaliana.",Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,,
10.1109/TUFFC.2012.2504,Hybrid Open Access," € 2,392.63 ",Broadband High-Frequency Measurement of Ultrasonic Attenuation of Tissues and Liquids.,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE),2012,OA,
10.1109/TUFFC.2012.2504,Other publication costs, € 977.00 ,Broadband High-Frequency Measurement of Ultrasonic Attenuation of Tissues and Liquids.,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE),2012,OA,
10.1016/j.ejop.2013.02.001,Hybrid Open Access," € 2,676.26 ","Bromeliothrix metopoides, a boom and bust ciliate (Ciliophora, Colpodea) from tank bromeliads.",European Journal of Protistology,ELSEVIER,2013,OA,
10.1553/joeb62s163,Hybrid Open Access," € 1,980.00 ",Byzantinische Nekropole und normannenzeitlicher Kirchenbau. Eine Auswertung von Fundkomplexen spätantiker bis frühneuzeitlicher Zeitstellung anhand des keramischen Materials.,JAHRBUCH DER ÖSTERREICHISCHEN BYZANTINISTIK,Verlag der österreichischen Akademie der Wissenschaften,2012,OA,
10.1007/s00018-012-1072-8,Hybrid Open Access," € 2,200.00 ","Ca2+ release-activated Ca2+ (CRAC) current, structure, and function.",Cellular and Molecular Life Sciences,SPRINGER VERLAG,2012,OA,
10.1021/ic302139r,Hybrid Open Access," € 2,058.62 ",Cage-Forming Compounds in the Ba–Rh–Ge System: From Thermoelectrics to Superconductivity.,Inorganic Chemistry,AMERICAN CHEMICAL SOCIETY (ACS),2012,OA,
10.1021/ct400492e,Hybrid Open Access," € 1,969.01 ",Calculating the Bending Modulus for Multicomponent Lipid Membranes in Different Thermodynamic Phases.,Journal of Chemical Theory and Computation,AMERICAN CHEMICAL SOCIETY (ACS),2013,OA,
10.1016/j.molcatb.2013.03.012,Hybrid Open Access," € 2,676.26 ",Calculation of substrate binding affinities for a bacterial GH78 rhamnosidase through molecular dynamics simulations.,Journal of Molecular Catalysis - B Enzymatic,ELSEVIER,2013,OA,
10.1016/j.jct.2013.01.030,Hybrid Open Access," € 2,676.26 ","Calorimetric studies of Cu–Li, Li–Sn, and Cu–Li–Sn.",Journal of Chemical Thermodynamics,ELSEVIER,2013,OA,
10.1016/j.jct.2013.03.015,Hybrid Open Access," € 2,676.26 ",Calorimetric study of the entropy relation in the NaCl–KCl system.,Journal of Chemical Thermodynamics,ELSEVIER,2013,OA,
10.1016/j.agrformet.2012.10.006,Hybrid Open Access," € 2,980.06 ",Can an energy balance model provide additional constraints on how to close the energy imbalance?,Agricultural and Forest Meteorology,ELSEVIER,2013,OA,
10.1111/eos.12079,Hybrid Open Access," € 2,769.94 ",Can you read my pokerface? A study on sex differences in dentophobia.,European Journal of Oral Sciences,WILEY-BLACKWELL,2013,OA,
10.1016/j.jmaa.2012.10.007,Hybrid Open Access," € 1,354.57 ",Canonical forms of unconditionally convergent multipliers.,Journal of Mathematical Analysis and Applications,ELSEVIER,2013,OA,
10.1074/jbc.M112.400952,Hybrid Open Access," € 1,854.42 ",Canonical Transient Receptor Potential (TRPC) 1 Acts as a Negative Regulator for Vanilloid TRPV6-mediated Ca2+ Influx.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2012,OA,
10.1074/jbc.M112.400952,Other publication costs," € 1,131.20 ",Canonical Transient Receptor Potential (TRPC) 1 Acts as a Negative Regulator for Vanilloid TRPV6-mediated Ca2+ Influx.,Journal of Biological Chemistry,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2012,OA,
10.1063/1.4755786,Gold Open Access," € 1,069.26 ","Carbonic acid revisited: Vibrational spectra, energetics and the possibility of detecting an elusive molecule .",AIP ADVANCES,AMERICAN INSTITUTE OF PHYSICS (AIP),2012,OA,
10.1016/j.bbalip.2013.07.004,Hybrid Open Access," € 2,807.68 ",Cardiac oxidative stress in a mouse model of neutral lipid storage disease.,Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids,ELSEVIER,2013,OA,
10.1194/jlr.M034710,Other publication costs, € 857.17 ,Cardiac-specific overexpression of perilipin 5 provokes severe cardiac steatosis via the formation of a lipolytic barrier.,Journal of Lipid Research,AMERICAN SOCIETY FOR BIOCHEMISTRY AND MOLECULAR BIOLOGY (ASBMB),2013,,
10.1016/j.carres.2012.03.028,Hybrid Open Access," € 1,986.62 ",Catalytic mechanism of human UDP-glucose 6-dehydrogenase: in situ proton NMR studies reveal that the C-5 hydrogen of UDP-glucose is not exchanged with bulk water during the enzymatic reaction.,Carbohydrate Research,ELSEVIER,2012,OA,
10.4161/chan.2636,Other publication costs," € 1,094.74 ",Cav1.4 IT mouse as model for vision impairment in human congenital stationary night blindness type 2.,"Channels (Austin, Tex.)",LANDES BIOSCIENCE,2013,,
10.1103/PhysRevLett.110.143604,Other publication costs, € 538.66 ,Cavity Optomechanics of Levitated Nanodumbbells: Nonequilibrium Phases and Self-Assembly.,Physical Review Letters,AMERICAN PHYSICAL SOCIETY (APS),2013,,
10.1093/jmcb/mjt017,Other publication costs, € 630.00 ,Cbl-b mediates TGFbeta sensitivity by downregulating inhibitory SMAD7 in primary T cells.,Journal of molecular cell biology,OXFORD UNIVERSITY PRESS (OUP),2013,,
19144265,Other publication costs, € 610.00 ,"CD203c is overexpressed on neoplastic mast cells in systemic mastocytosis and is
upregulated on IgE receptor cross-linking.",International Journal of Immunopathology and Pharmacology,BIOLIFESAS,2008,,
10.1016/j.immuni.2012.10.017,Hybrid Open Access," € 4,460.43 ",CDK8 Kinase Phosphorylates Transcription Factor STAT1 to Selectively Regulate the Interferon Response.,Immunity,ELSEVIER,2013,OA,
