PMID/PMCID,Publisher,Journal title,Article title,COST (£)
PMC3142158,PLoS,PLoS One,Pathogenic LRRK2 Mutations Do Not Alter Gene Expression in Cell Model Systems or Human Brain Tissue.,£864.88
20976068,PLoS,PLoS One,Population-level reduction in adult mortality after extension of free anti-retroviral therapy provision into rural areas in northern Malawi.,£832.87
21209927,PLoS,PLoS One,Promiscuous expression of _-tubulin II in maturing male and female Plasmodium falciparum gametocytes.,£873.90
22022633,PLoS,PLoS One,Recent independent and anthropogenic origins of trypanosoma cruzi hybrids,"£1,407.15"
21980386,PLoS,PLoS One,Serological markers suggest heterogeneity of effectiveness of malaria control interventions on Bioko,£845.64
22022366,PLoS,PLoS One,Socio-demographic patterning of physical activity across migrant groups in India.,£849.96
21124765,PLoS,PLoS One,The dynamics of naturally acquired immune responses to Plasmodium falciparum sexual stage antigens Pfs230 & Pfs48/45 in a low endemic area in Tanzania. ,£832.87
20676374,PLoS,PLoS One,"The Risk and Timing of Tuberculosis Diagnosed in Smear-Negative TB Suspects: A 12 Month Cohort Study in Harare, Zimbabwe. ",£828.92
PMID: 21876739 [Pubmed - In-Process],PLoS,PLoS One,Optimised and Rapid Pre-clinical Screening in the SOD1G93A Transgenic Mouse Model of Amyotrophic Lateral Sclerosis (ALS),£843.40
PMC  3154917,PLoS,PLoS One,A Comparison of Exogenous Promoter Activity at the ROSA26 Locus Using PhiC31 Integrase Mediated cassette exchange Approach in Mouse,"£1,000.58"
,PLoS,PLoS One,A De Novo Expression profiling of Anopheles funestus Malaria Vector in Africa using 454 Pyrosequenci,£841.01
,PLoS,PLoS One,Aberrant GABAA Receptor-mediated inhibition in cortico-thalamic networks of succinic semialdehyde de,£853.65
PMC 2811199,PLoS,PLoS One,"Alpha-1,2-Mannosidase and Treg",£916.19
,PLoS,PLoS One,Amplification of P. Falciparum cytoadherence through induction of a pre-adhesive state in host endot,£837.28
21818398,PLoS,PLoS One,Assessing the validity of sexual behaviour reports in a whole population survey in rural Malawi,£842.44
21209844,PLoS,PLoS One,Automated analysis of cryptococcal macrophage parasitism using GFP-tagged cryptococci,£760.00
PMCID: PMC2972225,PLoS,PLoS One,Comparison of HIV prevalence Estimates for Zimbabwe from Antenatal clinic sureveillance (2006) and the 2005-06 Zimbabwe ,£856.71
PMC3069967,PLoS,PLoS One,DC priming by M. vaccae inhibits Th2 responses in contrast to specific TLR2 priming and is associated with selective activation of the CREB pathway.,£850.18
PMC3065489,PLoS,PLoS One,Dominant cone-rod dystrophy: a mouse model generated by gene targeting of the FCAP1/guca1a gene [Actual title: Dominant Cone-Rod Dystrophy: A Mouse Model Generated by Gene Targeting of the GCAP1/Guca1a Gene.],£850.18
PMC 2965662,PLoS,PLoS One,Dyslexia Genes: Chromosome 18,£856.12
PMC2885428,PLoS,PLoS One,HIF-1alpha and HIF-2alpha Are Differentially Activated in Distinct Cell Populations in Retinal Ischaemia,£950.47
PMCID: PMC3033897,PLoS,PLoS One,"Isolation of bacterial ribosomes with monolith chromatography
","£1,013.12"
PMC 2978094,PLoS,PLoS One,Key steps in developing a cognitive vaccine against traumatic flashbacks; visuospatial tetris versu verbal pub quiz,£854.13
PMC3162020,PLoS,PLoS One,Lowe Syndrome protein OCRL1 supports maturation of polarized epithelial cells,£855.30
PMCID: PMC3169546,PLoS,PLoS One,Mycobacterium tuberculosis lineage influences innate immune response and virulence and is associated with distinct cell envelope lipid profiles,£986.90
,PLoS,PLoS One,Pathway analysis of AD GWAS,£893.03
PMCID: PMC2831997,PLoS,PLoS One,PPAR in pulmonary hypertension,£422.93
21799790,PLoS,PLoS One,Prevalence and predictors of vitimin D,£800.00
PMC2939892,PLoS,PLoS One,"Regulation of Thromboxane Receptor Signaling at Multiple Levels by Oxidative Stress-Induced Stabilization, Relocation and Enhanced Responsiveness",£831.33
,PLoS,PLoS One,Scyl1 at Golgi,£832.87
PMC 2974649,PLoS,PLoS One,SGK1 promoter methylation,£847.20
,PLoS,PLoS One,Ten years of surveillance for Invasive Streptococcus pneumoniae during the era of anliretroviral sca,£893.55
PMC 3102084,PLoS,PLoS One,The immunomodulatory role of syncytiotrophoblast microvesicles,£989.51
PMCID: PMC3001442,PLoS,PLoS One,The management of Staphylococcus aureus bacteremia in the United Kingdom and Vietnam: a multi-centre evaluation,"£1,006.63"
PMCID: PMC2952582,PLoS,PLoS One,The potential of medical abortion to reduce maternal mortality in Africa: what benefits for Tanzania and Ethiopia?,"£1,006.63"
PMC3012699,PLoS,PLoS One,The tight junction associated signalling proteins ZO-1 and ZONAB regulate retinal pigment epithelium homeostasis in mice.,£876.00
PMC 2881030,PLoS,PLoS One,Transplantation of ES cells,£863.92
PMC 3149622,PLoS,PLoS One,Variability of sequence surrounding the xist gene in rodents,£840.27
PMC3043064,PLoS,PLoS One,Determination of the beta-defnsin genomic copy number in different populations: A comparison of three,"£1,018.72"
PMC 3017049,PLoS,PLoS One,A novel strategy for inducing enhanced mucosal HIV-1 antibody responses in an anti-inflammatory environment,£879.49
PMC3048364,PLoS,PLoS Pathogens,Sex and Death: The Effects of Innate Immune Factors on the Sexual Reproduction of Malaria Parasites,"£1,256.29"
PMC2987823,PLoS,PLoS Pathogens,TGF-b2 Induction Regulates Invasiveness of Theileria-Transformed Leukocytes and Disease Susceptibility,"£1,405.63"
PMC 2951381,PLoS,PLOS Pathogens,Wolbachia stimulates immune gene expression & inhibits plasmodium development in Anopheles gambiae,"£1,465.81"
19343213,PLoS,PLoS Pathogens,Distinct roles for FOXP3 and FOXP3 CD4 T cells in regulating cellular immunity to uncomplicated and severe Plasmodium falciparum malaria,"£1,444.99"
PMCID: PMC3164647,PLoS,PLoS Pathogens,c-di-AMP is a new second messenger in Staphylococcus aureus with a role in controlling cell size and envelope stress,£690.91
"PMCID: PMC3089418
",PLoS,PLoS Pathogens,Low diversity Cryptococcus neoformans variety grubii multilocus sequence types from Thailand are consistent with an ancestral African origin,"£1,618.70"
"PMCID: PMC3009603
",PLoS,PLoS Pathogens,Rv1986 of M. tuberculosis,"£1,688.53"
"PMCID: PMC3077365
",PLoS,PLoS Pathogens,Structure-Function Analysis of the Anopheles gambiae LRIM1/APL1C Complex and its Interaction with Complement C3-like Protein TEP1,"£1,618.70"
PMCID: PMC3080850,PLoS,PLoS Pathogens,"The Clostridium difficile Cell Wall Protein CwpV is Antigenically Variable between Strains, but Exhibits Conserved Aggregation-Promoting Function","£1,684.34"
PMCID: PMC3136447,PLoS,PLoS Pathogens,The Role of IL-15 Deficiency in the Pathogenesis of Virus-Induced Asthma Exacerbations,"£1,681.73"
PMC3161976,PLoS,PLoS Pathogens,Transportin 3 Promotes a Nuclear Maturation Step Required for Efficient HIV-1 Integration,"£1,441.48"
PMCID: PMC3029254,PLoS,PLoS Pathogens,A Cardinal Role for Cathepsin D in Co-Ordinating the Host-Mediated Apoptosis of Macrophages and Killing of Pneumococci,"£1,413.99"
3182943,PLoS,PLoS Pathogens,Development of a transformation system of Chlamydia trachomatis: restoration of glycogen biosynthesis by acquisition of a plasmid shuttle vector,"£1,368.95"
PMC3149632,PLoS,Public Library of Science,Functional Dicer is necessary for approproate specification of radial glia during early development,£751.78
PMCID: PMC2851562,PLoS,Public Library of Science Computational Biology,Bayesian multi-tissue analysis,"£1,477.94"
21383969,PLoS,Public Library of Science Pathogens,"The C-Terminal Domain of the Arabinosyltransferase Mycobacterium
tuberculosis EmbC Is a Lectin-Like","£1,265.00"
21352096,Portland Press,Biochemical Journal,Novel mechanism of inhibition of human angiotensin-I-converting enzyme (ACE) by a highly specific phosphinic tripeptide.,"£1,800.00"
,Portland Press,Biochemical Journal,Divergent of mammalian PLC-zeta in generating Ca2+ oscillations in somatic cels versus eggs,"£1,800.00"
,Portland Press,Biochemical Journal,Male infertility-linked mutation disrupts the Ca2+ oscillation-inducing and PIP2 hydrolysis activity of sperm PLC,"£1,800.00"
,Portland Press,Biochemical Journal,Novel regulation of PLC activity via its XY-linker,"£1,800.00"
"PMCID: PMC3003256 
",Portland Press,Biochemical Journal,Reactive-site mutants of N-TIMP-3 that selectively inhibit ADAMTS-4 and ADAMTS-5: biological and structural implications.,"£1,800.00"
,Portland Press,Biochemical Journal,The cytoplasmic domains of TNF-&#945; converting enzyme (TACE/ADAM17) and L-selectin are regulated differently by p38 MAPK and PKC to promote ectodomain shedding,"£1,762.50"
2995423,Portland Press,Biochemical Journal,Translocation of the Na+H+ exchanger 1 (NHE1) in cardiomyocyte responses to insulin and energy status signalling.,"£1,762.50"
PMID: 20819079,Portland Press,Biochemical Journal,Unique functions for protein kinase D1 and protein kinase D2 in mammalian cells,"£1,762.50"
21265796,Portland Press,Biochemical Society Transactions,Four PCR primers necessary for the detection of periplasmic nitrate,"£1,762.50"
3064402,Portland Press,Biochemical Society Transactions,"Translocation, switching and gating - potential roles for ATP in long-range communication on DNA by Type III restriction endonucleases","£1,762.50"
3062853,Portland Press,Biochemistry,HOW THE BIOTIN-STRETAVDIN INTERACTION WAS MADE EVEN STRONGER,"£1,800.00"
21299499,Portland Press,Bioscience Reports,IQ-motif selectivity in human IQGAP2 and IQGAP3: binding of calmodulin-like and myosin essential light chain,"£1,800.00"
PMC3174053,Portland Press,Clinical Science,Inhibition of lipo;ysis in Type 2 diabetes normalizes glucose disposal without change in muscle glycogen synthesis rates,"£1,800.00"
PMID: 21302161 ,Psychology Press Journals,Cognitive Neuropsychiatry,Ketamine administration in healthy volunteers reproduces aberrant agency experiences associated with schizophrenia,"£2,090.62"
PMID: 20921135,Rockefeller,Journal of Cell Biology,Sds22 regulates aurora B activity and microtubule-kinetochore interactions at mitosis,"£2,094.01"
PMC3003314,Rockefeller University Press,Journal of Cell Biology,Template-free 13-protofilament microtubule-MAP assembly visualized at 8A resolution,"£1,155.67"
,Royal College of Psychiatrists,Bristish Journal of Psychiatry,Clinical and cognitive characteristics of ADHD children with and without copy number variants,"£3,000.00"
,Royal College of Psychiatrists,Bristish Journal of Psychiatry,Polygenic dissection of the bipolar phenotype,"£3,000.00"
21282777,Royal College of Psychiatrists,Bristish Journal of Psychiatry,The movement for global mental health,"£3,374.50"
PMC2915389,Royal College of Psychiatrists,British Journal of Psychiatry,"Late-life depression in Peru, Mexico and Venezuela - the 10/66 population based study","£2,875.00"
PMC3093679,Royal College of Psychiatrists,British Journal of Psychiatry,Neuroanatomical profiles of personality change in frontotemporal lobar degeneration,"£2,937.50"
PMC3147019,Royal College of Psychiatrists,British Journal of Psychiatry,OPCRIT+: an Electronic System for Psychiatric Diagnosis and Data Collection in Clinical and Research Settings,"£3,000.00"
,Royal College of Psychiatrists,British Journal of Psychiatry,Does bipolar disorder commonly occur in children and adolescents with  attention deficit hyperactivity disorder?  A UK study,"£2,937.50"
PMC 3093677,Royal College of Psychiatrists,British Journal of Psychiatry,Season of Birth & Anorexia nervosa,"£3,000.00"
22130747,Royal College of Psychiatrists,British Journal of Psychiatry,The effectiveness of a lay health worker led collaborative stepped care intervnetion for depressive and anxiety disorders ....,"£3,000.00"
PMC2994937,Royal College of Psychiatrists,Journal of Psychiatry,Sociocultural practices in Ethiopia: association with onset and persistence of postnatal common mental disorders,"£2,937.50"
,Royal College of Psychiatry,British Journal of Psychiatry,Investigating visual hallucinations in dementia with lewy bodies: A transcranial magnetic stimulation study,"£3,000.00"
PMC3097844,Royal Society,Biology Letters,Learning to understand others' actions,"£1,680.00"
19553249,Royal Society,Biology Letters,Pitch then Power: limitations to accelerator in accelerator,"£1,645.00"
20484229,Royal Society,Biology Letters ,Inverted pendular running: a novel gait predicted by computer optimization is found between walk and run in birds.,"£1,880.00"
PMC3104328,Royal Society,Interface,"E.coli 0157 infection on Scottish cattle farms, dynamics and control","£1,680.00"
"PMCID: PMC3104336
",Royal Society,Journal of The Royal Society,Scanning ion conductance mircroscopy: a convergent high-resolution technology for multi-parametric analysis of living cardiovascular cells,"£1,638.00"
PMC3001315,Royal Society,Philosophical Transactions B,Tragedy and delight: The ethics of decelerated ageing,"£1,645.00"
PMC 2944395,Royal Society,Philosophical Transactions of the Royal Society A,Arrhythmic risk of biomarkers for the assessment of drug cardiotoxicity: from experiments to computer simulations,"£1,645.00"
PMC3130384,Royal Society,Philosophical Transactions of the Royal Society B,How to make predictions about future infectious disease risks,"£1,680.00"
,Royal Society,Proceedings of the Royal Society B,Explaining rapid reinfections in multiple-wave influenza outbreaks: Tristan da Cunha 1971 epidemic as a case study,"£1,680.00"
NYP,Royal Society,Proceedings of the Royal Society B,A dimensionless number for understanding the evolutionary dynamics of antigenically variable RNA viruses,"£1,680.00"
PMC 2982225,Royal Society,Proceedings of the Royal Society B,Ancient homeobox gene loss and the evolution of chordate brain and pharynx development:deductions from amphioxus gene expression,"£1,645.00"
PMC 2842647,Royal Society,Proceedings of the Royal Society B,Joint evaluation of multiple social traits a kin selection analysis,"£3,055.00"
PMC3107621,Royal Society,Proceedings of the Royal Society B,Interpreting local visual features as a global shape requires awareness,"£1,645.00"
RSPB-2011-0153.R1,Royal Society,Proceedings of the Royal Society B,Linking individual phenotype to density-dependent population growth: the influence of body size on the population dynamics of malaria vectors,"£1,400.00"
36308,Royal Society,"Proceedings of the Royal Society, section A",The thalamic low-threshold Ca2+ potential: a key determinant of the local and blobal dynamics of the slow (<1 Hz) sleep oscillation in thalamocortical networks,"£1,680.00"
,Royal Society,Proceedings of the Society B,Asynchrony adaptation reveals neural population code for audio-visual timing,"£2,350.00"
21698312,Royal Society of Chemistry,Analytical Methods,Dissociation techniques in mass spectrometry-based proteomics,"£1,920.00"
20830387,Royal Society of Chemistry,Open Science publication,'Probing the mechanisms of electron capture dissociation mass spectrometry with nitrated peptides,"£1,880.00"
21286224,Royal Society of Medicine,Journal of the Royal Society of Medicine,Rheumatoid Corneal Melt: Autoimmunity or Infection?,£350.00
21779482,Sage,Genes and Cancer,Chitinase-Like Proteins Are Autoantigens in a Model of Inflammation-Promoted Incipient,"£1,407.83"
"PMID:
    21628546
    [PubMed - in process] ",Sage,Journal of Biological Rhythms,Modulation of Clock Gene Expression by the Transcriptional Coregulator Receptor Interacting Protein 140 9RIP140,"£1,822.59"
PMID:21828197,Sage,Multiple Sclerosis Journal,Genetic variations within the OPA1 gene are not associated with neuromyelitis optica,"£1,920.00"
PMID:21511688,Sage,Multiple Sclerosis Journal,A comprehensive assessment of cerebellar damage in multiple sclerosis using diffusion tractography and volumetric analysis,"£1,920.00"
PMC3133701,Society for General Microbiology,Journal of General Virology,The Subcellular localisation of the hepatitis C virus non-structural protein NS2 is regulated by an ion channel-indipendent function of the P7 protein,"£1,500.00"
PMC3081081,Society for General Microbiology,Journal of General Virology,"A complex hepatitis B virus (X/C) recombinant is common in Long An county, Guangxi and may have originated in southern China","£1,762.50"
PMID:21593277,Society for General Microbiology,Journal of General Virology,"A mechanistic basis for potent, gB-directed gamma herpesvirus neutralization","£2,100.00"
PMID: 21307223 ,Society for General Microbiology,Journal of General Virology,Discovery of a small arterivirus gene that overlaps the GP5 coding sequence and is important for virus production,"£1,800.00"
PMID:21900422 ,Society for General Microbiology,Journal of General Virology,Generation and characterisation of a recombinant Rift Valley fever virus expressing a V5 epitope-tagged RNA-dependent RNA polymerase,"£2,100.00"
PMID:21471322,Society for General Microbiology,Journal of General Virology,In vivo function of murid herpesvirus-4 ribonucleotide reductase small subunit,"£2,100.00"
PMC3167894,Society for General Microbiology,Journal of General Virology,Influence of PB2 host-range determinants on the intranuclear mobility of the influenza A virus polymerase,"£2,100.00"
PMC 3052717,Society for General Microbiology,Journal of General Virology,Virologic footprint of CD4+ T cell responses during chronic HCV infection.,"£1,762.50"
21393453,Society for General Microbiology,Journal of Medical Microbiology,Death or survival from invasive pneumococcal disease in Scotland ,"£2,100.00"
PMID: 21436219 ,Society for General Microbiology,Microbiology,Cell surface nucleolin is sequestered into EPEC microcolonies and may play a role during infection,"£2,100.00"
PMCID: PMC3167890,Society for General Microbiology,Microbiology,Contribution of the PhoP/Q regulon to survival and replication of Salmonella enterica serovar Typhimurium in macrophages,"£2,100.00"
3167892,Society for General Microbiology,Microbiology,Differences in Salmonella enterica serovar Typhimurium strain invasiveness are associated with heterogeneity in SPI-1 gene expression,"£2,100.00"
3139442,Society for General Microbiology,Microbiology,Introgression in the genus Campylobacter generation and spread of mosaic alleles,"£1,500.09"
20829291,Society for General Microbiology,Microbiology,Twenty-eight divergent polysaccharide loci specifying within and amongst strain capsule diversity in three strains of Bacteroides fragilis,"£1,725.00"
PMC 3068627,Society for General Microbiology,Microbiology,"Variation and molecular evolution of HmbR, the Neisseria meningitidis haemoglobin receptor","£1,762.50"
20688818,Society for General Microbiology,Microbiology,"Mycobacterium marinum MMAR_2380, a predicted transmembrane acyltransferase, is essential for the presence of the mannose cap on  lipoarabinomannan","£1,500.00"
21289617,Society for Mucosal Immunology,Mucosal Immunology,Bile retinoids imprint intestinal CD103+ dendritic cells with the ability to generate gut-tropic T cells,"£2,439.00"
PMID:21593319,Society for Neuroscience,Journal of Neuroscience,Contrasting roles for Dopamine D1 and D2 receptor subtypes in the dorsomedial striatum but not the nucleus accumbens core during behavioural inhibition in the stop-signal task in rats,"£1,576.78"
PMID:21525280,Society for Neuroscience,Journal of Neuroscience,Dissociable effects of lesions to orbitofrontal cortex subregions on impulsive choice in the rat,£795.90
,Society for Neuroscience,Journal of Neuroscience,Functional alterations to the nigrostriatal system in mice lacking all three members of the synuclein family,"£1,885.98"
PMC3145112,Society for Neuroscience,Journal of Neuroscience,Prefrontal and monoaminergic contributions to stop-signal task performance in rats,"£1,585.15"
21084601,Society for Neuroscience,Journal of Neuroscience,Ventrolateral Prefrontal Cortex Plays an Executive Regulation Role in Comprehension of Abstract Words: Convergent Neuropsychological and Repetitive TMS Evidence,"£2,257.15"
 PMID:21813682,Society for Neuroscience,Journal of Neuroscience,Lack of evidence for direct corticospinal contributions to contro; of the ipsilateral forelimb in monkey,"£1,978.37"
PMID: 20980613 ,Society for Neuroscience,Journal of Neuroscience,Differential contributions of the primate ventrolateral prefrontal and orbitofrontal cortex to serial reversal learning,"£1,649.90"
22021443,Society for Neuroscience,Journal of Neurosciences,Transcriptional control of KCNQ channel genes and the regulation of neuronal excitability,£647.14
 PMC 3044874,Society for Neuroscience,JOURNAL OR NEUROSCIENCE,"LOWER-FREQUENCY EVENT-RELATED DESYNCHRONIZATION: A SIGNATURE OF LATE MISMATCH RESPONSES TO SOUNDS, WHICH IS REDUCED OR ABSENT IN CHILDREN WITH SPECIFIC LANGUAGE IMPAIRMENT ","£2,225.80"
PMC3172587,Society for Neuroscience,Royal Society of Chemistry,Protein Surface Recognition using geometrically pure Ru (II) tris(bipyridine) derivatives,£998.75
PMID: 21411670,Society for Neuroscience,Society for Neuroscience,"Dopamine, but not serotonin, regulates reversal learning in the marmoset caudate nucleus ","£1,599.49"
PMC3160473,Society for the Publication of Acta Dermato-Venereologica,Acta Dermato-Venereologica,The utility of non-rule based visual matching as a strategy to allow novices to achieve skin lesion diagnosis,£419.98
,Society for the Study of Reproduction,Biology of Reproduction,Possible roles for folic acid in the regulation of trophoblast invasion & placental development in normal early human pregnancy,"£1,174.78"
PMCID: PMC2865634,Springer,Aids Behaviour,Patterns of Self-reported Behaviour Change Associated with Receiving Voluntary Counselling and Testing in a Longitudinal Study ,"£2,354.41"
PMID: 20640461,Springer,Amino Acids,Substrate and product analogues as human O-GlcNAc transferase inhibitors,"£2,000.00"
PMC2992848,Springer,Behavior Genetics,A three-stage genome-wide association study of general cognitive ability: Hunting the small effects,"£2,156.54"
PMC 2921070,Springer,Behavior Genetics,OVERLAPS BETWEEN AUTISM & LANGUAGE IMPAIRMENT: PHENOMIMICRY OR SHARED ETIOLOGY,"£1,697.89"
PMC2908437,Springer,Cognitive Therapy and Research,"The role of rumination and reduced concreteness in the maintenance of posttraumatic stress disorder and depression following trauma.Cognitive Therapy and Research, 2008, 33, 488-506.","£2,288.84"
"
PMCID: PMC3052475
",Springer,Diabetologia,PAS domain-containing protein kinase is down-regulated in human islets in type 2 diabetes and regulates glucagon secretion,"£2,054.09"
17703286,Springer,Experimental Brain Research,Asymmetric interlimb transfer of concurrent adaptation to opposing dynamic forces,"£2,005.00"
16835793,Springer,Experimental Brain Research,Concurrent adaptation to opposing visual displacements during an alternating movement,"£2,005.00"
17973103,Springer,Experimental Brain Research,Contralateral manual compensation for velocity-dependent force perturbations,"£2,005.00"
PMC2940032,Springer,Experimental Brain Research,New approaches to the study of human brain networks underlying spatial attention and related processes,"£2,115.26"
PMC3102210,Springer,Experimental Brain Research,SOCIAL ATTITUDES DIFFERENTIALLY MODULATE IMITATION IN ADOLESCENTS AND ADULTS,"£2,104.95"
20567807,Springer,Experimental Brain Research,Spatially valid proprioceptive cues improve the detection of a visual stimulus,"£2,005.00"
PMC3075401,Springer,Experimental Brain Research,The human semicircular canal model of galvanic vestibular stimulation.,"£2,118.86"
PMC2964469,Springer,Journal of Abnormal Child Psychology,The genetic association between ADHD symptoms and reading difficulties: the role of inattentiveness and IQ ,"£2,088.04"
PMC 3020303,Springer,JOURNAL OF BIOMOLECULAR,Residual dipolar couplings: are multiple independent alignments ,"£1,992.02"
PMC3108018,Springer,Journal of Computational Neuroscience,Determinants of synaptic integration and heterogeneity in rebound firing explored with data-driven models of deep cerebellar nucleus cells,"£2,045.00"
21301964,Springer,Journal of inherited metabolic disease,UK Experience of Liver Transplantation for Erythropoietic Protoporphyria,"£3,000.00"
PMC2921060,Springer,Journal of Molecular,New discoveries in the transmission biology of sleeping sickness parasites: applying the basics,"£2,086.31"
PMID:21710360,Springer,Journal of Molecular Neuroscience,Semantic Dementia: a specific network-opathy.,"£2,109.67"
PMID:21487826,Springer,Journal of Urban Health,A rapid assessment scorecard to identify informal settlements at higher maternal and child health risk in Mumbai,"£2,104.95"
PMC3026934,Springer,Mamm Genome,Dectin-1: a role in antifungal defense and consequences of genetic polymorphisms in humans,"£2,489.62"
21573859,Springer,Maternal and Child Health Journal,Prenatal prediction of poor maternal and offspring outcomes: implications for selection into intensive parent support programs,"£2,483.48"
"PMC3032225
",Springer,Molecular Biotechnology,"IAP Display: A Simple Method to Identify Mouse Strain Specific IAP Insertions.
","£2,509.14"
PMID:21667279,Springer,Naunyn-Schmiedeberg's Archives of Pharmacology,MPP+-induced toxicity in the presence of dopamine is mediated by COX-2 through oxidative stress,"£2,546.56"
,Springer,Nauyn-Schmiedebergs Archives of Pharmacology,The pharmocological effects of the thermostabilising (m23) mutations & intra & extracellular (ß36) deletions essential for crytallisation of the turkey ß-adrenoceptor,"£2,112.81"
,Springer,Neuroethics,In Defence of Modest Doxasticism About Delusions,£175.00
PMC2944959,Springer,Neurogenetics,Novel SPG11 mutations in Asian kindreds and disruption of spatacsin function in the zebrafish,"£2,171.91"
3092913,Springer,Osteoporosis International,Parental smoking during pregnancy and offspring bone mass at age 10 years: findings from a prospective birth cohort,"£2,437.85"
21455762,Springer,Osteoporosis International,Sink or swim': an evaluation of the clinical characteristics of individuals with High Bone Mass,"£2,489.41"
PMC3111549,Springer,Psychopharmacology,Functional Magnetic Resonance Imaging of a Parametric  Working Memory Task in Schizophrenia: Relationship with  Performance and Effects of Antipsychotic Treatment,"£2,034.53"
PMC3166991,Springer,Purinergic Signalling,The P2X1 receptor and platelet function,"£1,758.20"
21667301,Springer,Social Psychiatric Epidemiology,The effect of rural-to-urban migration on social capital and common mental disorders: Peru migrant study.,"£2,072.41"
21826444,Springer,Social Psychiatry and Psychiatric Epidemiology,Physical activity and depression in adolescents: cross-sectional findings from the ALSPAC cohort,"£2,483.48"
3050755,Springer,Trials,"School-based intervention to improve the mental health of low-income, secondary school students in Santiago, Chile (YPSA): study protocol for a randomized controlled trial","£1,254.00"
21203785,Springer ,Archives of Virology,A novel TLR3 inhibitor encoded by African swine fever virus (ASFV),"£2,089.16"
PMC 3029677,Springer ,Behaviour Genetics,Dyslexia / SLI Variants,"£2,017.86"
3169775,Springer ,Cerebellum,Behavioural Significance of Cerebellar Modules,"£2,437.77"
PMID: 21380769,Springer ,"Cognitive, Affective and Behavioural Neuroscience",Place your bets: psychophisiological correlates of decision-naking under risk,"£2,415.01"
PMC 2955913,Springer ,Current Diabetes Reports,The Genetics of Obesity,"£2,032.93"
PMID: 20349035 ,Springer ,Diabetologia,Analysis of TBC1D4 in patients with severe insulin resistance,"£1,962.08"
PMC3071941,Springer ,Diabetologia,Founder effect in the Horn of Africa for an insulin receptor mutation that may impair receptor recycling,"£1,943.02"
PMID:21455618,Springer ,Experimental Brain Research,Motor coordination: when two have to act as one,"£1,758.71"
21667266,Springer ,Journal of Comparative Physiology,Elastic modulus of tree frog toe pads,"£2,078.00"
PMID: 20521171,Springer ,Journal of Inherited Metabolic Disease ,Loss of NPC1 function in a patient with a co-inherited novel insulin receptor mutation does not grossly modify the severity of the associated insulin resistance,"£2,144.14"
,Springer ,Journal of Value Inquiry,An Aristotelian approach to cognitive enhancement,"£2,137.79"
,Springer ,Journal of Youth and Adolescence,"Parent-Child relations, conduct problems and cigarette use in adolescence:  examingthe rule of genetic and environmental factors on patterns of behavior",£258.93
PMC  2974204,Springer ,Mammalian Genome,Chromosomal mapping of pancreatic islet morphological features and regulatory hormones in the spontaneously diabetic (Type 2) Goto-Kakizaki rat,"£2,013.07"
PMID: 21594757,Springer ,Protoplasma,How do trypanosomes change gene expression in response to the environment?,"£2,054.91"
PMID: 21761147 ,Springer ,Psychopharmacology,Modulation of high impulsivity and attentional performance in rats by selective direct and indirect dopaminergic and nordrenergic receptor agonists,"£1,061.76"
PMID: 21769566,Springer ,Psychopharmacology,Tryptophan depletion disinhibits punishment but not reward prediction: implications for resilience,"£2,088.23"
PMC2894064,Springer ,Stem Cell Reviews and Reports,An improved technique for chromosomal analysis of human ES and IPS cells,"£2,017.86"
21207222,Springer ,Tumour Biology,Expression of Snail2 in long bone osteosarcomas correlates with tumor malignancy,"£2,000.15"
,Taylor & Francis,AIDS Care,"Gender differentials on the health consequences of care-giving to people with AIDS-related illness among older informal carers in two slums in Nairobi, Kenya","£1,972.81"
,Taylor & Francis,AIDS Care,Challenges faced by elderly guardians in sustaining the adherence to antiretroviral therapy in HIV-infected children in Zimbabwe,"£2,375.88"
"PMC3024836
",Taylor & Francis,AIDS Care,Community Mobilisation Special Issue - Obstacles to local-level AIDS competence in rural Zimbabwe: Putting HIV prevention in context,"£2,423.38"
3046626,Taylor & Francis,AJOB Neuroscience,Desperation may affect autonomy   (but not informed consent),"£2,451.31"
PMID: 21416411,Taylor & Francis,Cognitive Neuropsychology,Modules and Brain Mapping,"£2,086.68"
21874135,Taylor & Francis,Jnl Cultural Econ,Intro: The value of transnational medical research,"£2,005.06"
21874136,Taylor & Francis,Jnl Cultural Econ,"Will he be there? Mediating malaria, immobilizing science.","£2,005.06"
PMID:21254968[PubMed - in process] ,Taylor & Francis,Medical Mycology,Glycosylation status of the C. albicans cell wall affects the efficiency of neutrophil phagocytosis and killing but not cytokine signalling,"£2,027.76"
PMID:21936740,Taylor & Francis,Neurocase,How number processing survives left occipito-temporal damage.,"£2,059.05"
3016603,Taylor & Francis,Stress,The vasopressin avpr1b: molecular and pharmacological studies,"£2,303.99"
21357944,University of Chicago Press,Journal of Infectious Diseases,Differential changes in expression of intestinal antimicrobial peptide genes during Ascaris lumbricoides infection in Zambian adults do not respond to helminth eradication.,"£2,884.00"
21045318,Wiley-Blackwell,ACTA CRYSTALLOGRAPHICA SECTION F-STRUCTURAL BIOLOGY AND CRYSTALLIZATION COMMUNICATIONS    Volume: 66    Pages: 1544-1548    Part: 11   ,Crystallization and preliminary X-ray diffraction analysis of the protease from Southampton norovirus complexed with a Michael acceptor inhibitor,£613.65
21091961,Wiley-Blackwell,Acta Paediatrica,Nocturnal hemoglobin oxygen saturation variability is associated with Vitamin C deficiency,"£1,831.05"
