PMID/PMCID,Publisher,Journal title,Article title,COST (£)
PMC2724037,Research Media Ltd,International Innovation,Dysregulation of coagulation in cerebral malaria,"£2,350.00"
,Research Media Ltd,International Innovation,Validating Choline Metabolism as a drug target in the fight against T. brucei,"£2,350.00"
PMC3014461,Royal College of Psychiatrists,British Journal of Psychiatry,"Eating disorders, DSM-5 and Clinical Reality","£2,937.50"
PMID: 21357874,Royal College of Psychiatrists,British Journal of Psychiatry,Neurodevelopmental hypothesis of schizophrenia,"£2,937.50"
PMC3093678,Royal College of Psychiatrists,British Journal of Psychiatry,Stepped Care and cognitive Behaviour Thearapy for Bulimia Nervosa: A randomised trial,"£3,000.00"
PMID: 22576724,Royal College of Psychiatrists,British Journal of Psychiatry,White matter abnormalities and illness severity in major depressive disorder,"£3,000.00"
PMC3461447,Royal College of Psychiatrists,British Journal of Psychiatry,"Interaction between the BDNF gene Val/66/Met polymorphism and individual levels of morning cortisol as a predictor of depression in adult women
","£3,000.00"
 PMC3269652,Royal College of Psychiatrists,British Journal of Psychiatry,Psychosis incidence through the prism of early intervention services: Initial findings from the SEPEA study,"£3,000.00"
PMC3259973,Royal Society,Biology Letters,Bees do not use nearest-neighbour rules for optimization of multi-location routes,"£1,680.00"
PMC3427509,Royal Society,"JOURNAL ROYAL  SOCIETY  INTERFACE,",The human foot and heel-sole-toe walking strategy: a mechanism enabling an inverted pendular gait ...,"£1,680.00"
PMC3385771,Royal Society,"JOURNAL ROYAL  SOCIETY  INTERFACE, 2012 Aug 7;9(73):2011-5",Energetically optimal running requires torques about the centre of mass.,"£2,040.00"
PMC3411111,Royal Society,Open Biology,Quantitative single molecule microscopy reveals that CENP-ACnp1 deposition occurs during G2 in fission yeast,"£1,440.00"
PMC3367685,Royal Society,Philosophical Transaction of Royal Society B,On the pursuit of the brain network for proto-syntactic learning in non-human primates: conceptual issues and nurobiological hypotheses,"£1,680.00"
PMC3427559  ,Royal Society,Philosophical Transactions B,Human viruses: discovery and emergence,"£1,680.00"
PMC3385688,Royal Society,Philosophical Transactions B ,The role of metacognition in human social interactions,"£1,680.00"
PMC2581782,Royal Society,Philosophical Transactions B: Biological Sciences,Neuroeconomics: the promise and the profit,"£1,840.00"
PMC3427567,Royal Society,Philosophical Transactions B: Biological Sciences,A framework for the study of zoonotic disease emergence and its drivers: spillover of bat pathogens as a case study ,"£2,040.00"
PMC3427560,Royal Society,Philosophical Transactions of the Royal Society B,Bringing together emerging and endemic zoonoses surveillance: shared challenges and a common solution,"£1,260.00"
PMC3318765,Royal Society,Philosophical Transactions of the Royal Society B: Biological Sciences,The neural basis of metacognitive ability,"£1,680.00"
PMC3318766,Royal Society,Philosophical Transactions of the Royal Society B: Biological Sciences,What failure in collective decision-making tells us about metacognition,"£1,680.00"
PMC3049024,Royal Society,Proceedings  of Biological Sciences,Archaeal phylogenomics provides evidence in support of a methanogenic origin of the Archaea and a thaumarchaeal origin for the eukaryotes,"£1,615.60"
PMC3415908,Royal Society,Proceedings B,The co-evolution of toxin and anti-toxin genes drives the emergence and dynamics of bacterial addiction complexes and intragenomic conflict,"£1,260.00"
PMC3415897,Royal Society,Proceedings B,The mode of host parasite interaction shapes coevolutionary dynamics and the fate of host cooperation,"£1,680.00"
PMC3282379,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Online social network size is reflected in human brain structure,"£1,680.00"
PMC3321715,Royal Society,Proceedings of the Royal Society B: Biological Sciences,Testosterone disrupts human collaboration by increasing egocentric choices,"£1,680.00"
PMC3350664,Royal Society,"Proceedings of the Royal Society of London, Series B",Drug treatment of malaria infections can reduce levels of protection transferred to offspring via maternal immunity,"£1,680.00"
PMC3479813,Royal Society,Proceedings of the Royal Society: Biology,Auditory-sequence analysis and phonological skill,"£1,680.00"
PMC3379626,Royal Society of Chemistry,Chemical Communications,Bromopyridazinedione-mediated protein and peptide bioconjugation,"£1,200.00"
PMC3381635,Royal Society of Chemistry,Chemical Communications,Tunable reagents for multi-functional bioconjugation: reversible or permanent chemical modification of proteins and peptides by control of maleimide hydrolysis,"£1,200.00"
PMC3252816,Royal Society of Chemistry,Chemical Communications,Chemoenzymatic synthesis of sialooligosaccharides on arrays for studies of cell surface adhesion,"£1,020.00"
PMC3524802,Royal Society of Chemistry,Soft Matter,Polymers eith hydro-responsive topography identified using high throughput AFM of an acrylate microarray,"£1,020.00"
PMC3104813,Royal Society of Medicine,Clinical Ethics,"Consenting Futures:  Professional views on social, clinical and ethical aspects of information feedback to embryo donors in human embryonic stem cell research","£2,337.66"
PMID: 21464459,Royal Society of Medicine,Int Jnl STD & AIDS,Pneumomediastinum in an HIV-infected patient with cytomegalovirus pneumonitis.,"£1,919.02"
PMC3224517,S Karger AG,Journal of Innate Immunity,Innate immune activation in intestinal homeostasis,"£2,473.40"
PMC3214948,S Karger AG,Molecular Syndromology,Sixteen New Cases Contributing to the Characterization of Patients with Distal 22q11.2 Microduplications,"£2,786.36"
PMID:21160161,S Karger AG,Neurosignals,Long-Range Regulatory Synergy Is Required to Allow Control of the TAC1 Locus by MEK/ERK Signalling in Sensory Neurones,"£2,029.66"
PMID: 22987896    ,SAGE,Autism: The International Journal of Research and Practice,The distribution of and relationship between autistic traits and social anxiety in a UK student population,"£1,849.45"
PMID:22024104,Sage,Clinical Trials,Results of a feasibility RCT for WATCH IT: a programme for obese children and adolescents,"£1,920.00"
PMC3573683,Sage,Emotion Review,Emotion: the history of a keyword in crisis,"£1,920.00"
PMC3549574,Sage,History of the Human Sciences,Contested Psychiatric Ontology and Feminist Critique: 'Female Sexual Dysfunction and the DSM',"£1,600.00"
PMC3552602,Sage,History of the Human Sciences,"Psychical research and the origins of American psychology: Hugo Münsterberg, William James and Eusapia Palladino","£1,600.00"
PMID: 22859700,Sage,Journal of Child Neurology,Precursors of Executive Function in Infants with Sickle Cell Anemia,"£1,900.90"
PMID: 22130639,Sage,Neuroscientist,Mitochondrial Mutations: Newly discovered players in Neuronal Degeneration,"£2,220.11"
PMC3485020,Sage,"Proceedings of the Institution of Mechanical Engineers, Part H, Journal of Engineering in Medicine",The Sensitivity of a Lower Limb Model to Axial Rotation Offsets and Muscle Bounds at the Knee,"£1,200.00"
PMC3278746,Sage,Psychological Science,Contextual Illusions Reveal the Limit of Unconscious Visual Processing,"£1,970.31"
PMC3494453,Sage,Psychological Science,Mapping the invisible hand: A body model of a phantom limb,"£1,930.13"
PMC3409874,Sage,SAGE,"Paediatric acquired demyelinating syndromes: incidence, clinical and magnetic resonance imaging features","£1,920.00"
PMID: 21979378 ,Schattauer,Thrombosis and Haemostasis,"Diabetes does not influence activation of coagulation, fibrinolysis or anticoagulant pathways in Gram-negative sepsis (melioidosis)","£1,360.26"
PMC3516321,Sheriden Press,American Journal of Torpical Medicine and Hygiene,Use of Fecal Occult Blood Tests as Epidemiologic Indicators of Morbidity Associated with Intestinal Schistosomiasis during Preventive Chemotherapy in Young Children,"£1,609.99"
PMC3152291,Society for Endocrinology,Journal of Endocrinology,Orbital fibrosis in a mouse model of Graves’ disease induced by genetic immunization of  thyrotropin receptor cDNA,"£1,200.00"
PMC3541806,Society for General Microbiology,Journal of General Microbiology,An investigation of HSV promoter activity compatible with latency eztablishment reveals VP 16 independent activation of HSV immediate early promoters in sensory neurones,"£2,100.00"
PMC3052717,Society for General Microbiology,Journal of General Virology,Virological footprint of CD4+ T-cell responses during chronic hepatitis C virus infection,"£1,762.50"
PMC3352343,Society for General Microbiology,Journal of General Virology,Activation of the IFN-Beta Promoter by Paramyxoviruses in the Absence of Virus Protein Synthesis,"£2,100.00"
PMC3541804,Society for General Microbiology,Journal of General Virology,An influenza reassortant with polymerase of pH1N1 and NS gene of H3N2 influenza A virus is attenuated in vivo.,"£1,750.00"
PMC3542712,Society for General Microbiology,Journal of General Virology,Co circulation of diverse paramyxoviruses in an urban fruit-bat population,"£2,100.00"
PMID: 22337636,Society for General Microbiology,Journal of General Virology,Origin and Fate of A/H1N1 Influenza in Scotland during 2009.,"£1,750.00"
PMC3542398,Society for General Microbiology,Journal of General Virology ,Analysis of the HIV-1 M group Vpu domains involved in antagonizing tetherin (BST-2),"£2,100.00"
PMC3542813,Society for General Microbiology,Microbiology,High througput screening with the Eimeria tenella CDC2-related kinase2/cyclin complex ET CRK2/ETCYC3a,"£1,750.00"
PMC3542138,Society for General Microbiology,Microbiology,An oscillating min system in Bacillus subtilis Influences Asymmetric Septation during Sporulation,"£1,750.00"
,Society for General Microbiology,MICROBIOLOGY,Dissection of the C-terminus of ParB from Pseudomonas aeruginosa- hydrophobic residues responsible for dimerization,"£1,750.00"
PMC3542141,Society for General Microbiology,Microbiology,Needle length control and the secretion substrate specificity switch are only loosely coupled in the T3S apparatus of Shigella,"£1,750.00"
PMC3541765,Society for General Microbiology,Microbiology,Pre-treatment with Bifidobacterium Breve UCC2003 modulates Citrobacter rodentium- induced colonic inflammation and organ specificity,"£2,100.00"
PMC3352280,Society for General Microbiology,Microbiology,"Structure-Function analysis of HsiF, a gp25-like component of the type VI secretion system in Pseudomonas aeruginisa","£2,047.50"
PMC3352274,Society for General Microbiology,Microbiology.,"A unique homologue of the eukaryotic protein-modifier ubiquitin present in the bacterium Bacteroides fragilis, a predominant resident of the human gastrointestinal tract.","£2,100.00"
PMC3541523 ,Society for General Microbiology ,Journal of General Virology,Development of a reverse genetics system for murine norovirus 3; long-term persistence occurs in the caecum and colon,"£1,750.00"
PMC3236450,Society for Investigative Dermatology,Journal of Investigative Dermatology,Intragenic copy number variation within filaggrin contributes to risk of atopic dermatitis with a dose-dependent effect.,"£2,400.00"
PMC3525835,Society for Leukocyte Biology,Journal of Leukocyte Biology,Roles of neutrophils in the regulation of the extent of human inflammation through delivery of IL-1 and clearance of chemokines,"£1,643.23"
PMC3382295,Society for Leukocyte biology (FASEB),Journal of Leukocyte Biology,CD154-CD40 Interactions in the control of murine B cell hematopoiesis,"£1,624.95"
PMC3644175,Society for Leukocyte biology (FASEB),Journal of Leukocyte Biology,TNF-Related Apoptosis Inducing Ligand (TRAIL) regulates inflammatory neutrophil apoptosis and enhances resolution of inflammation,£416.06
PMC3407365,Society for Neuroscience,Journal of Neuroscience,Differing Semaphorin 3A concentrations trigger distinct signaling mechanisms in growth cone collapse,£803.09
PMC3505833,Society for Neuroscience,Journal of Neuroscience,Features vs Feelings: Dissociable representations fo the acoustic features and valence of aversive sounds,"£2,136.29"
PMC3312099,Society for Neuroscience,Journal of Neuroscience,MFG-E8 mediates primary phagocytosis of viable neurons during neuroinflammation,"£1,986.12"
PMID: 21940429,Society for Neuroscience,Journal of Neuroscience,Opioidergic interactions between striatal projection neurons,"£1,564.95"
PMC3492751,Society for Neuroscience,Journal of Neuroscience,Perceptual learning reconfigures the effects of visual adaptation,"£2,340.31"
PMC3428842    ,Society for Neuroscience,Journal of Neuroscience,The resting transducer current drives spontaneous activity in pre-hearing mammalian cochlear inner hair cells,£868.64
PMC3461400,Society for Neuroscience,Journal of Neuroscience,Flexible cortical control of task-specific muscle synergies,"£1,974.94"
PMC3461895,Society for Neuroscience,Journal of Neuroscience,Gone in 0.6 seconds: The encoding of motor memories depends on recent sensorimotor states,"£1,627.26"
PMC3448926,Society for Neuroscience,Journal of Neuroscience,Navigating the auditory scene - an expert role for the hippocamus,"£1,971.62"
PMC3325479,Society for the Publication of Acta Dermato-Venereologica,Acta Dermato-Venereologica,Novice identification of melanoma: not quite as straightforward as the ABCDs.,£640.78
PMC3407357,Springer,Acta Diaetologica,"Molecular mechanisms of muscarinic acetylcholine receptor–stimulated increase in cytosolic free Ca2+ concentration and ERK1/2 activation in the MIN6 pancreatic _-cell line
","£2,090.87"
PMC3282914,Springer,Acta Neuropathica,Neuropathology of neurocutaneous melanosis: Histological foci of melanotic neurons and glia may be undetectable on MRI,"£2,012.23"
PMC3400760,Springer,Acta Neuropathologica,Identification of novel pathways involved in the pathogenesis of human adamantinomatous craniopharyngioma,"£1,999.36"
PMC3528370,Springer,AGE,The dominant human conjunctival epithelial CD8<alpha><beta>+ T cell population is maintained with age but the number of CD4+ T cells increases,"£2,016.41"
PMC3303128,Springer,AI & Society,Searle's Wager,"£2,116.17"
PMC3505531,Springer,Annal of Surgical Oncology,Chemotherapy associated liver injury in patients with colorectal liver metastases: A systematic review of meta-analysis,"£1,903.04"
PMC3541929,Springer,Archives of Sexual Behaviour,Improving Questions on Sexual Partnerships: Lessons Learned from Cognitive Interviews for Britain’s Third National Survey of Sexual Attitudes and Lifestyles (“Natsal-3”),"£1,890.97"
PMC2941055,Springer,Archives of Women's Mental Health,Between life and death: exploring the sociocultural context of antenatal mental distress in rural Ethiopia,"£2,107.54"
PMC3152714,Springer,"Attention, Perception & Psychophysics",Visual perceptual load induces inattentional deafness,"£2,012.23"
PMC3029801,Springer,Behavior Genetics,Gene-Environment Interaction in the Etiology of Mathematical Ability Using SNP Sets  ,"£2,075.70"
PMC3228939,Springer,Behavior Genetics,Parents and teachers make different contributions to a shared perspective on hyperactive-impulsive and inattentive symptoms: a multivariate analysis of parent and teacher ratings on the symptom domains of ADHD.,"£1,989.65"
PMC2480594,Springer,Behavior Genetics,The nature of nurture: a genomewide association scan for family chaos.,"£2,234.85"
PMID: 22864468,Springer,Biological Cybernetics ,Active inference and agency: optimal control without cost functions,"£1,903.25"
PMC2631958,Springer,BIOMOL NMR ASSIGNMENT,"Control of Periplasmic Interdomain Thiol:Disulfide Exchange in the Transmembrane Oxidoreductase DsbD
","£2,048.95"
PMC2430598,Springer,Biomolecular NMR assignments,NMR assignment of the N-terminal region of human La free and in complex with RNA,"£2,046.02"
PMC3438405,Springer,Biomolecular NMR Assignments,"H, 15N and 13C backbone resonance assignments of the archetypal serpin _1-antitrypsin","£2,117.86"
PMC3322324,Springer,Brain Struct Function,High expression of retinoic acid receptors and synthetic enzymes in the human hippocampus,"£2,039.23"
PMC3637643,Springer,Brain Structure and Function,Localization of neurones expressing the gap junction protein Connexin45 within adult spinal dorsal horn: a study using Cx45-eGFP reporter mice,"£1,941.74"
PMC2835726,Springer,Cellular & Molecular Life Sciences,Timing is everything: the regulation of type 111 secretion,"£2,152.76"
PMC3417094,Springer,Cellular and Molecular Life Sciences,Primary cilia elongation in response to interleukin-1 mediates the inflammatory response,"£2,418.08"
PMC2943070,Springer,Cellular and Molecular Life Sciences,Rab protein and the history of the eukaryotic endomembrance system,"£2,063.29"
PMC3529170,Springer,Cellular and Molecular Neurobiology,A mechanism for nerve cell excitation by norepinephrine via alpha-1 adrenoceptors: inhibition of potassium M-current,"£1,903.25"
PMID: 21699343,Springer,Chromosoma,An intranucleolar body associated with rDNA,"£2,112.11"
PMC3350763,Springer,Chromosoma,Establishment of epigenetic patterns in development,"£2,002.67"
PMID: 22843089,Springer,Cognitive Processing ,Embodied Inference and Spatial Cognition.,"£1,901.84"
PMC3342502,Springer,Current Neurology and Neuroscience Reports,Disorders of the Optic Nerve in Mitochondrial Cytopathies: New ideas on pathogenesis and therapeutic targets,"£2,044.02"
PMC3276843,Springer,Diabetologia,Cellular characterization of the GCKR P446L variant associated with type 2 diabetes risk,"£2,015.94"
PMC3245824,Springer,Diabetologia,Diabetes is associated with impairment of uterine contractility and high Caesarean section rate*.,"£2,000.00"
PMC3411303,Springer,Diabetologia,Diabetic retinopathy at diagnosis of type 2 diabetes in Scotland,"£1,913.32"
PMC3464390,Springer,Diabetologia,Hospitalised hip fracture risk with rosiglitazone and pioglitazone use compared with other glucose-lowering drugs,"£1,942.09"
PMC3168751,Springer,Diabetologia,Hyperinsulinaemic hypoglycaemia and diabetes mellitus due to dominant ABCC8/KCNJ11 mutations.,"£2,061.95"
PMC3296019,Springer,Diabetologia,Mice expressing a human K(ATP) channel mutation have altered channel ATP sensitivity but no cardiac abnormalities,"£2,026.37"
PMC3411292,Springer,Diabetologia,Mouse hypothalamic GT1-7 cells demonstrate AMPK-dependent intrinsic glucose-sensing behaviour,"£1,888.75"
PMC3328678,Springer,Diabetologia,"Rapamycin toxicity in MIN6 cells and rat and human islets is mediated by the inhibition of mTOR complex 2 (mTORC2)
","£2,034.59"
PMC3149678,Springer,Diabetologia,Urocortin 3 transgenic mice exhibit a metabolically favourable phenotype resisting obesity and hyperglycaemia on a high-fat diet,"£2,011.86"
PMC3411305,Springer,Diabetologia,Predominant role of active versus facilitative glucose transport for glucagon-like peptide-1 secretion,"£1,900.65"
PMC3464380,Springer,Diabetologia,Somatostatin receptor 5 and cannainoid receptor 1 activation inhibit secretion of glucose-dependent insulinotropic polypeptide from intestinal K cells in rodents,"£1,884.10"
PMC3192951,Springer,European Archives of ORL,"Laryngeal transplantation in minipigs: vascular, myologic and functional outcomes","£2,042.14"
PMC3269570,Springer,European Biophysics Journal,Probing the oligomeric state and interaction surfaces of Fukutin-I in dilauroylphosphatidylcholine bilayers,"£2,452.34"
PMC3221852,Springer,European Child & Adolescent Psychiatry,Using a genetically informative design to examine the relationship between breastfeeding and childhood conduct problems,"£2,133.56"
PMC3382648,Springer,European Jnl of Epid,The Natsal-SF: a validated measure of sexual function for use in community surveys.,"£2,279.69"
PMC3414696,Springer,European Journal of Clinical Pharmacology,Pattern of asthma medication use among children in a large urban centre in Brazil.,"£2,187.91"
PMC3444704,Springer,European Journal of Epidemiology,Associations between socioeconomic position and asthma: findings from a historical cohort,"£1,933.36"
PMC3549402,Springer,European Journal of Nutrition,Carbon and nitrogen isotopic ratios of urine and faeces as novel nutritional biomarkers of meat and fish intake,"£1,983.00"
PMC3170477,Springer,European Journal of Physiology,Refractory dispersion promotes conduction disturbance and arrhythmias in a Scn5a+/-mouse model,"£2,070.65"
PMC2903684,Springer,European Journal of Physiology,Atrial arrythmogenecity in aged Scn5+/deltaKPQ mice modeling long QT type 3 syndrome and its relationship to Na+ channel expression and cardiac conduction,"£1,988.09"
PMC3016216,Springer,European Journal of Physiology,"Delayed conduction and its implications in murine Scn5+/- hearts: independent and interacting effects of genotype, age and sex","£1,988.09"
PMC2719739,Springer,European Journal of Physiology,Emperical correlation of triggered activity and spatial and temporal re-entrant substrates with arrythmogenicity in a murine model for Jervell and Lange-Nielsen syndrome,"£1,988.09"
PMID: 18600344 ,Springer,European Journal of Physiology,"Epac activation, altered calcium homeostasis and ventricular arrythmogenesis in the murine heart","£2,485.11"
PMC3483109,Springer,Experimental Brain Research,Grin and bear it! Neural consequences of a voluntary decision to act or inhibit action,"£1,939.41"
PMC3155046,Springer,Experimental Brain Research,Looming sounds enhance orientation sensitivity for visual stimuli on the same side as such sounds,"£2,055.24"
PMC3470695,Springer,Histochemistry and Cell Biology,BPIFB1 (LPLUNC1) is upregulated in cystic fibrosis lung disease,"£2,227.97"
PMC3155683,Springer,Human Genetics,From single biobanks to international networks: developing e-governance,"£2,475.10"
PMC3132432,Springer,Human Genetics,The X-inactivation trans-activator Rnf12 is negatively regulated by pluripotency factors in embryonic stem cells,"£2,544.63"
PMC3566386,Springer,Infection,Detection of herpes viruses in the cerebrospinal fluid of adults with suspected viral meningitis in Malawi,"£1,885.00"
PMC3264860,Springer,Intensive Care Medicine,Differences in lipopolysaccharide  and lipoteichoic acid-induced cytokine/chemokine expression,£950.65
PMC3161193,Springer,Journal of abnormal Child Psychology,Dimensions and Latent Classes of Episodic Mania-Like Symptoms in Youth: An Empirical Enquiry,"£2,046.02"
PMC3360861,Springer,Journal of Autism and Developmental Disorders,Atypical social modulation of imitation in autism spectrum conditions,"£2,062.43"
PMID: 23180197,Springer,Journal of Bioethical Inquiry,Donating embryos to stem cell research: the problem of gratitude,"£1,903.04"
,Springer,Journal of Business Ethics,The limits of corporate social responsibility: techniques of neutralisation stakeholder management  and political CRS.,"£4,062.47"
PMC3546298,Springer,Journal of Cardiovascular Translational Research,Next Generation Diagnostics in Inherited Arrhythmia Syndromes : A Comparison of Two Approaches.,"£1,888.74"
PMC3305875,Springer,Journal Of Interventional Cardiovascular Electrophysiology,A randomised comparison of Cartomerge vs. NavX fusion in the catheter ablation of atrial fibrillation: The CAVERN Trial,"£2,024.54"
PMC3405242,Springer,Journal of Medical Humanities,"""A hideous torture on himself"": Madness and Self-mutilation in Victorian Literature","£1,599.37"
PMC3383946,Springer,Journal of Molecular Medicine,Stem cells in ectodermal development,"£1,620.88"
PMC3413813,Springer,Journal of Muscle Research and Cell Motility,What do we know about what happens to myometrial function as women age?,"£1,937.00"
PMID: 17333488 ,Springer,Journal of Muscle Research and Cell Motility,Alternations in triad ultrastructure following repetitive stimulation and intracellular changes associated with exercise in amphibian skeletal muscle,"£2,485.11"
PMC3230763,Springer,Journal of Neurodevelopmental Disorders,Dissection of genetic associations with language-related traits in population-based cohorts,"£2,258.68"
PMC3506196,Springer,Journal of Neurology,Read-Right: a “web app” that improves reading speeds in patients with hemianopia,"£1,900.33"
PMC3366182,Springer,Journal of Neurology,Vivid visual mental imagery in the absence of the primary visual cortex,"£2,068.82"
PMC3143342,Springer,Journal of Psychopathology and Behavioural Assessment,The Depressive Attributions Questionnaire (DAQ):  Development of a short self report measure of depressive attributions.,"£2,368.37"
PMC3323824,Springer,Journal of the American Society for Mass Spectrometry,Prospects for a statistical theory of LC/TOFMS data,"£2,306.09"
PMC3252035,Springer,Journal of the American Society of Mass Spectrometry,Second order rate constants of donor strand exchange reveal individual aino acid residues important in determining the subunit specificity of pilus biogenesis,"£1,985.11"
,Springer,Journal of Youth and Adolescence,"Parent-Child relations, conduct problems and cigarette use in adolescence:  examingthe rule of genetic and environmental factors on patterns of behavior","£2,132.36"
PMC3314821,Springer,Medical & Biological Engineering & Computing  ,Statistical characteristics of finger - tapping data in Huntington's disease,"£1,706.13"
,Springer,Medicine Health Care Philosophy,In defence of rational suicide,"£1,966.80"
PMC3002397,Springer,Mindfulness,"Dispositional Mindfulness, Meditation and Conditional Goal Setting","£1,978.02"
PMC3070211,Springer,Molecular Endocrinology,PERK Activation at Low Glucose Concentration Is Mediated by SERCA Pump Inhibition and Confers Preemptive Cytoprotection to Pancreatic _-Cells,"£1,867.56"
PMC3390704,Springer,Naunyn-Schmiedeberg's Archives of Pharmacology,"A genetic interaction between NDPK and AMPK in Dictyostelium discoideum that affects motility, growth and development","£1,888.76"
PMC3208816,Springer,Naunyn-Schmiedeberg's Archives of Pharmacology,Understanding protein kinase CK2 mis-regulation upon F508 del CFTR expression,"£2,102.52"
PMC3105230,Springer,Neurodevelopment Disorders,A family with autism and rare copy number variants disrupting the Duchenne/Becker muscular dystrophy gene DMD and TRPM3,"£2,030.53"
PMC3332386,Springer,Neurogenetics,Axonal transport deficit in a KIF5A-/- mouse model,"£1,859.52"
PMC3464372,Springer,Neuroinformatics,Volume estimation of the thalamus using FreeSurfer and Stereology: consistency between methods,"£1,941.57"
PMC3351599,Springer,Neurotoxicity Research,Dimebon slows progression of proteinopathy in y-synuclein transgenic mice,"£2,079.08"
PMID: 22535577 ,Springer,Open Choice Science and Engineering Ethics,Beyond patchwork precaution in the duel-use governance of synthetic biology,"£1,924.31"
PMC3406315,Springer,Osteoporosis International,25-Hydroxyvitamin-D(3) levels are positively related to subsequent cortical bone development in childhood: findings from a large prospective cohort study,"£2,483.48"
PMC3304063,Springer,Osteoporosis International,Mechanical loading-related changes in oesteocyte sclerostin expression in mice are more closely associated with the subsequent osteogenic response than the peak starins engendered.,"£2,063.68"
PMC3536947,Springer,Osteoporosis International,The cyclooxygenase-2 selective inhibitor NS-398 does not influence trabecular or corticol bone gain ...,"£1,995.47"
PMC3536947,Springer,Osteoporosis International,The cyclooxygenase-2 selective inhibitor NS-398 does not influence trabecular or corticol bone gain ... COLOUR CHARGES,£916.94
PMC3387496,Springer,Pflugers Archiv,"Mitochondria, calcium-dependent neuronal death and neurodegenerative disease","£1,934.86"
PMC3256325,Springer,Pflugers Archiv - European Journal,Activity of cortical and thalamic neurons during the slow (<1 Hz) rhythm in the mouse in vivo,"£2,133.55"
PMC3256322,Springer,Pflugers Archiv - European Journal,From sleep spindles of natural sleep to spike and wave discharges of typical absence seizures: is the hypothesis still valid?,"£2,078.88"
PMC3323825,Springer,Pflugers Archiv - European Journal of Physiology,Orai1 calcium channels in the vasculature,"£1,993.36"
PMC3219870,Springer,Psychonomic  Bulletin and Review,Entirely irrelevant distractors can capture and captivate attention,"£1,986.89"
PMC3496538,Springer,Psychopharmacology,Testosterone induces off-line perceptual learning,"£1,893.85"
PMC3291823,Springer,Psychopharmacology,The effects of acute tryptophan depletion on costly information sampling: impulsivity or aversive processing?,"£2,010.63"
PMC3032206,Springer,Psychopharmacology,5-HT modulation by acute tryptophan depletion of human instrumental contingency judgements,"£1,977.42"
PMC3249210,Springer,Psychopharmacology,Impulsive behaviour induced by both NMDA receptor antagonism and GABAa receptor activation in rat ventromedial prefrontal cortex,"£2,002.84"
PMC3248919,Springer,Soc Psychiatry and Psychiatric Epidemiology,The effect of rural-to-urban migration on social capital and common mental disorders: Peru migrant study.,"£1,907.30"
PMC3155051,Springer,Social Psychiatry & Psychiatric Epidemiology,Family violence and its 'adversity package': a community survey of family violence and adverse mental outcomes among young people,"£1,989.65"
PMC3405234,Springer,Social Psychiatry and Psychiatric Epidemiology,Cross-national differences in questionnaires do not necessarily reflect comparable differences in disorder prevalence,"£1,872.72"
PMC3529206,Springer,Social Psychiatry and Psychiatric Epidemiology,"Patterns of alcohol use, their correlates and impact in male drinkers: a population-based survey from Goa, India","£2,266.68"
PMC3399078,Springer,Social Psychiatry and Psychiatric Epidemiology,Depressive symptoms during adolescence: comparison between epidemiological and high risk sampling,"£2,035.58"
PMC3431550,Taylor & Francis,Aging & Mental Health,"Grandparenting and psychosocial health among older Chileans: a longitudinal analysis
","£2,129.47"
PMC3272467,Taylor & Francis,AJOB Neuroscience,Neuroethics: A new way of doing ethics,"£2,389.27"
PMC3272471,Taylor & Francis,AJOB Neuroscience,Response to open peer commentaries: Neuroethics-a new way of doing ethics,"£2,389.27"
PMC3082774,Taylor & Francis,American Journal of Bioethics,A Life Worth Giving? ,"£2,023.75"
PMC3062239,Taylor & Francis,American Journal of Bioethics,The Value of Sex in Procreative Reasons,"£2,040.05"
PMC3498835 ,Taylor & Francis,Anthropology & Medicine,"Indigenous cosmology, art forms and past medicinal practices: towards an interpretation of ancient Koma Land sites in northern Ghana","£2,013.63"
PMC3379741,Taylor & Francis,Anthropology & Medicine,"Introduction. Shrines, substances and medicine in sub-Saharan Africa: archaeological, anthropological, and historical perspectives.","£2,034.43"
PMC3379785,Taylor & Francis,Anthropology & Medicine,Substance and materiality? The archaeology of Talensi medicine shrines and medicinal practices,"£2,034.43"
PMC3498837,Taylor & Francis,Anthropology & Medicine,The composition and origin of Ghana medicine clays,"£2,013.63"
PMC3464450,Taylor & Francis,Aphasiology,Can tDCS enhance treatment of aphasia after stroke,"£2,151.32"
PMC3438488,Taylor & Francis,Biofouling,Bursting the bubble on bacterial biofilms: a flow cell methodology,"£2,138.50"
PMC3212920,Taylor & Francis,CIRP International Review of Psychiatry,Implementing NICE guideline for the psychological treatment of depression and anxiety disorders: The IAPT experience,"£2,406.85"
PMC3471317,Taylor & Francis,Cognition & Emotion,When the ends outweigh the means: mood and level of identification in depression,"£2,408.09"
PMC3413908,Taylor & Francis,Cognitive Neuroscience,Prestimulus brain activity predicts primacy in list learning,"£2,090.97"
"PMC3396356
",Taylor & Francis,Critical Public Health,Alcohol industry influence on UK alcohol policy: a new research agenda for public health,"£2,106.70"
PMC3413905,Taylor & Francis,Developmental Neuropsychology,Reaction Time Variability in Children with ADHD Symptoms and/or Dyslexia,"£2,155.46"
,Taylor & Francis,Journal of Victorian Culture,The tears of Mr Justice Wiles,"£2,095.80"
PMC3399635,Taylor & Francis,Medical Mycology,Routine processing procedures for isolating filamentous fungi from respiratory sputum samples may underestimate fungal prevalence.,"£2,467.98"
