PMID,PMCID,DOI,Publisher,Owned by/Affiliated to/Journal of,ISSN,Journal Impact Factor,Journal Title,Hybrid or Pure OA?,Article title,Citations Google Scholar,Altmetric score,CC licence type,Copyright Owner,Is the article freely available?,Cost,Contributor,Notes,ROMEO,PMC,DOIURL,XML Metadata,OpenArticleGauge
,PMC3544761,10.1371/journal.pone.0054371,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Understanding the Impact of subsidizing Artemisinin-based Combination Therapies (ACTs) in the Retail Sector - Results from Focus Group Discussion in rural Kenya,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3548842,10.1371/journal.pone.0054599,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Grafting of a single donor myofibre promotes hypertrophy in dystrophic mouse muscle,,,CC-BY,Author copyright,Yes,£852.95,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3548897,10.1371/journal.pone.0054640,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Mast cells express 11_-hydroxysteroid dehydrogenase type 1: a role in restraining mast cell degranulation.,,,CC-BY,Author copyright,Yes,£773.45,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3552845,10.1371/journal.pone.0054789,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The duration of a co-occurring sound modulates visual detection performance in humans,,,CC-BY,Author copyright,Yes,£861.35,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3556037,10.1371/journal.pone.0054877,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Stimulation of inositol 1,4,5-triphosphate (IP3) receptors by analogues of IP3",,,CC-BY,Author copyright,Yes,£996.06,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3569446,10.1371/journal.pone.0054894,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"The words will pass with the blowing wind; staff and parent views of the deferred consent process, with prior assent, used in an emergency fluids trial in two African hospitals",,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3561448,10.1371/journal.pone.0054903,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Primed Infusion with Delayed Equilibrium of Gd.DTPA For Enhanced Imaging of Small Pulmonary Metastases,,,CC-BY,Author copyright,Yes,£879.33,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3558488,10.1371/journal.pone.0054961,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Host responses to melioidosis and tuberculosis are both dominated by interferon-mediated signalling,,,CC-BY,Author copyright,Yes,£830.05,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3555827,10.1371/journal.pone.0055067,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Comparison of alternative evidence summary and presentation formats in clinical guideline development: a mixed-method study.,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3557262,10.1371/journal.pone.0055284,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Insights into the pathogenesis of enteropathogenic E.coli using improved intestinal enterocyte model,,,CC-BY,Author copyright,Yes,"£1,005.86",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3566186,10.1371/journal.pone.0055453,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,A Method for Positive and Negative Selection of Plasmodium falciparum Platelet-Mediated Clumping Parasites,,,CC-BY,Author copyright,Yes,£794.93,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3572168,10.1371/journal.pone.0055824,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Prevalent and incident tuberculosis are independent risk factors for mortality among patients accessing antiretroviral therapy in South Africa.,,,CC-BY,Author copyright,Yes,£852.43,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3573029,10.1371/journal.pone.0055852,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Reactive oxygen species modulate the barrier function of the human glomerular endothelial glycocalyx,,,CC-BY,Author copyright,Yes,"£1,039.87",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3576415,10.1371/journal.pone.0055923,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The presence of methylation quantitative trait Loci indicates a direct genetic influence on the level of DNA methylation in adipose tissue.,,,CC-BY,Author copyright,Yes,"£1,068.19",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3567063,10.1371/journal.pone.0056157,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Anticipating the prevalence of avian influenza subtypes H9 and H5 in live-bird markets,,,CC-BY,Author copyright,Yes,"£1,047.25",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3574120,10.1371/journal.pone.0056746,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Use of a Molecular Decoy to Segregate Transport from Antigenicity in the FrpB Iron Transporter from Neisseria meningitidis,,,CC-BY,Author copyright,Yes,£889.97,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3579793,10.1371/journal.pone.0057082,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Phagocytosis Is the Main CR3-Mediated Function Affected by the Lupus-Associated Variant of CD11b in Human Myeloid Cells.,,,CC-BY,Author copyright,Yes,£960.47,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3581475,10.1371/journal.pone.0057292,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Cellular targets of nitric oxide in the hippocampus,,,CC-BY,Author copyright,Yes,£894.71,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3577721,10.1371/journal.pone.0057320,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The ratio of monocytes to lymphocytes in peripheral blood correlates with increased susceptibility to clinical malaria in Kenyan children.,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3592866,10.1371/journal.pone.0057345,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Solution structure of the QUA1 dimerization domain of pXqua, the Xenopus ortholog of Quaking",,,CC-BY,Author copyright,Yes,"£1,072.92",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3584030,10.1371/journal.pone.0057422,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Corneal endothelial cells provide evidence of accelerated cellular senescence associated with HIV infection: a case-control study,,,CC-BY,Author copyright,Yes,£884.32,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3591389,10.1371/journal.pone.0057644,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Crystal structures of the catalytic domain of human soluble guanylate cyclase.,,,CC-BY,Author copyright,Yes,£896.99,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3584022,10.1371/journal.pone.0057769,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Conditional Ablation of the Choroideremia Gene Causes Age-Related Changes in Mouse Retinal Pigment Epithelium,,,CC-BY,Author copyright,Yes,£877.09,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3581492,10.1371/journal.pone.0057861,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Caspase-2 Is Upregulated after Sciatic Nerve Transection and Its Inhibition Protects Dorsal Root Ganglion Neurons from Apoptosis after Serum Withdrawal,,,CC-BY,Author copyright,Yes,"£1,079.64",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3585173,10.1371/journal.pone.0058027,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Stimulation of inositol 1,4,5-triphosphate (IP3) receptors by adenophostin and its analogs",,,CC-BY,Author copyright,Yes,"£1,068.11",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3591441,10.1371/journal.pone.0058034,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Pyrimidine Biosynthesis is not an essential function for T brucei bloodstream forms,,,CC-BY,Author copyright,Yes,"£1,060.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3590148,10.1371/journal.pone.0058192,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Control of multi drug resistance and tuberculosis incidence over 23 years in the context of a well ...,,,CC-BY,Author copyright,Yes,£899.34,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3596319,10.1371/journal.pone.0059037,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Effect of genital herpes on cervicovaginal HIV shedding in women co-infected with HIV AND HSV-2 in Tanzania,,,CC-BY,Author copyright,Yes,£904.34,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3594159,10.1371/journal.pone.0059067,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Genetic Variants of MICB and PLCE1 and associations with non-severe dengue,,,CC-BY,Author copyright,Yes,£904.34,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3601068,10.1371/journal.pone.0059195,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Genetic Transformation of a Clinical (Genital Tract), Plasmid-Free Isolate of Chlamydia trachomatis: Engineering the Plasmid as a Coning Vector",,,CC-BY,Author copyright,Yes,"£1,067.40",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3609862,10.1371/journal.pone.0059371,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Limitations of Augmentation Index in the Assessment of Wave Reflection in Normotensive Healthy Individuals,,,CC-BY,Author copyright,Yes,£960.16,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3606182,10.1371/journal.pone.0059590,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The Association of BAG6 with SGTA and Tail-Anchored Proteins,,,CC-BY,Author copyright,Yes,£886.23,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3608660,10.1371/journal.pone.0059614,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,A Molecular Phylogeny of Plesiorycteropus Reassigns the Extinct Mammalian Order ‘Bibymalagasia’,,,CC-BY,Author copyright,Yes,£886.23,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3606143,10.1371/journal.pone.0059655,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Efficient Posterior Probability Mapping using Savage-Dickey Ratios,,,CC-BY,Author copyright,Yes,£879.33,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3612104,10.1371/journal.pone.0059830,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Early Warning Scores Generated in Developed Healthcare Settings Are Not Sufficient at Predicting Early Mortality in Blantyre, Malawi: A Prospective Cohort Study",,,CC-BY,Author copyright,Yes,£892.12,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3609805,10.1371/journal.pone.0059913,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The role of proteasome beta subunits in Gastrin-mediated transcription of plasminogen activator inhibitor-2 and regenerating protein 1,,,CC-BY,Author copyright,Yes,"£1,063.69",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3606242,10.1371/journal.pone.0060086,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Dectin-1 regulates IL-10 production via a MSK1/2 and CREB dependent pathway and promotes the induction of regulatory macrophage markers,,,CC-BY,Author copyright,Yes,£908.01,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3613341,10.1371/journal.pone.0060121,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,What does brain response to neutral faces tell us about major depression? Evidence from machine learning,,,CC-BY,Author copyright,Yes,£871.45,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3610929,10.1371/journal.pone.0060216,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Site Specific Mutation of the Zic2 Locus by Microinjection of TALEN mRNA in Mouse CD1, C3H and C57BL/6J Oocytes.",,,CC-BY,Author copyright,Yes,"£1,060.06",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3606301,10.1371/journal.pone.0060217,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,LKB1 mediates the development of conventional and innate T cells via AMP-dependent kinase autonomous pathways.,,,CC-BY,Author copyright,Yes,£897.19,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3607553,10.1371/journal.pone.0060550,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Subjective Size Perception Depends on Central Visual Cortical Magnification in Human V1,,,CC-BY,Author copyright,Yes,£874.61,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3608601,10.1371/journal.pone.0060609,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"A bead aggregation assay for detection of low-affinity protein-protein interactions reveals interactions between N-terminal domains of inosital 1,4,5-trisphosphate receptors",,,CC-BY,Author copyright,Yes,"£1,063.55",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3620205,10.1371/journal.pone.0060739,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Association between milk and milk product consumption and anthropometric measures in adult men and women in India: a cross-sectional study.,,,CC-BY,Author copyright,Yes,£879.36,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3621669,10.1371/journal.pone.0060951,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Reduced Crowding and Poor Contour Detection in Schizophrenia Are Consistent with Weak Surround Inhib,,,CC-BY,Author copyright,Yes,£874.61,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3632543,10.1371/journal.pone.0061014,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Mechanisms of cognitive impairment in cerebral small vessel disease: Multimodal MRI results from the St George's cognition and neuroimaging in Stroke (SCANS) study,,,CC-BY,Author copyright,Yes,"£1,040.70",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3641031,10.1371/journal.pone.0061319,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Within-host evolution of Staphylococcus aureus during asymptomatic carriage,,,CC-BY,Author copyright,Yes,"£1,048.79",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3620162,10.1371/journal.pone.0061334,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Modification of the FoxP3 transcription factor principally affects inducible T regulatory cells in a model of experimental autoimmune encephalomyelitis,,,CC-BY,Author copyright,Yes,£901.50,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3634070,10.1371/journal.pone.0061408,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Resistance to DDT in an urban setting: common mechanisms implicated in both M and S forms of Anopheles gambiae in the city of yaounde Cameroon,,,CC-BY,Author copyright,Yes,£896.32,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3636223,10.1371/journal.pone.0061655,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Inactivation of the CovR/S Virulence Regulator Impairs Infection in an Improved Murine Model of Streptococcus pyogenes Naso-Pharyngeal Infection,,,CC-BY,Author copyright,Yes,£913.36,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
23626739,PMC3633952,10.1371/journal.pone.0061847,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Localisation of RNAs into the Germ Plasm of Viellogenic Xenopus Oocytes,,,CC-BY,Author copyright,Yes,"£1,065.90",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3628841,10.1371/journal.pone.0061878,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,AMIGO3 is an NgR1/p75 co-receptor signalling axon growth inhibition in the acute phase of adult central nervous system injury,,,CC-BY,Author copyright,Yes,"£1,044.73",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3637378,10.1371/journal.pone.0062214,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Childhood Malaria Admission Rates to Four Hospitals in Malawi between 2000 and 2010.,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3636044,10.1371/journal.pone.0062305,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Analysis of human protein replacement stable cell lines established using snoMEN-PR vector,,,CC-BY,Author copyright,Yes,£878.72,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3647051,10.1371/journal.pone.0062369,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Historical Zoonoses and Other Changes in Host Tropism of Staphylococcus aureus, Identified by Phylogenetic Analysis of a Population Dataset",,,CC-BY,Author copyright,Yes,£961.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3640068,10.1371/journal.pone.0062433,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,The AgI/II Family Adhesin AspA Is Required for Respiratory Infection by Streptococcus pyogenes,,,CC-BY,Author copyright,Yes,"£1,065.58",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3642175,10.1371/journal.pone.0062934,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Nicotinic acid receptor GPR109A is down-regulated in human macrophage-derived foam cells,,,CC-BY,Author copyright,Yes,£900.14,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3637166,10.1371/journal.pone.0062993,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Using hormones to manage dairy cow fertility: the clinical and ethical beliefs of veterinary practitioners.,,,CC-BY,Author copyright,Yes,£897.61,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3647068,10.1371/journal.pone.0063065,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Growth kinetics of bacterial pili from pairwise pilin association rates,,,CC-BY,Author copyright,Yes,"£1,057.92",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3646760,10.1371/journal.pone.0063350,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Malaria Control and the intensity of Plasmodium Falciparum Transmission in Namibia 1969-1992,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3646743,10.1371/journal.pone.0063446,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Raised Intraocular pressure as a potential risk factor for visual loss in Leber Hereditary optic neuropathy,,,CC-BY,Author copyright,Yes,"£1,056.24",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3661537,10.1371/journal.pone.0063596,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Rates of switching antiretroviral drugs in a primary care service in South Africa before and after introduction of Tenofovir,,,CC-BY,Author copyright,Yes,£871.42,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3648513,10.1371/journal.pone.0063792,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Alcohol-related dysfunction in working-age men in Izhevsk, Russia: an application of structural equation models to study the association with education",,,CC-BY,Author copyright,Yes,£879.36,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3656939,10.1371/journal.pone.0063842,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Using High Angular Resolution Diffusion Imaging Data to Discriminate Cortical Regions,,,CC-BY,Author copyright,Yes,£877.09,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3655068,10.1371/journal.pone.0064011,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Transcriptional analysis of temporal gene expression in germinating Clostridium difficile 630 endospores,,,CC-BY,Author copyright,Yes,"£1,040.87",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3655936,10.1371/journal.pone.0064175,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,How does reviewing the evidence change veterinary surgeons' beliefs regarding the treatment of ovine footrot? A quantitative and qualitative study.,,,CC-BY,Author copyright,Yes,£897.61,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3655956,10.1371/journal.pone.0064343,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Imputation of Variants from the 1000 Genomes Project Modestly Improves Known Associations and can Identify Low-frequency Variant - Phenotype Associations Undetected by HapMap Based Imputation,,,CC-BY,Author copyright,Yes,"£1,072.85",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3669307,10.1371/journal.pone.0064404,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Generation and characterisation of Keratin 7 (K7) knockout mice,,,CC-BY,Author copyright,Yes,£886.76,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3675909,10.1371/journal.pone.0064510,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Anti-Müllerian hormone is not associated with cardiometabolic risk factors in adolescent females,,,CC-BY,Author copyright,Yes,"£1,080.00",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3669425,10.1371/journal.pone.0064670,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,REXO2 is an oligoribonuclease active in humna mitochondria,,,CC-BY,Author copyright,Yes,"£1,044.74",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3661540,10.1371/journal.pone.0064742,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Prolonged internal displacement and common mental disorders in Sri Lanka_ the COMRAID study,,,CC-BY,Author copyright,Yes,£389.73,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3669132,10.1371/journal.pone.0065076,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Localised JAK/STAT pathway activation is required for Drosophila wing hinge development,,,CC-BY,Author copyright,Yes,£903.89,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3680467,10.1371/journal.pone.0065088,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Ketamine effects on memory reconsolidation favour a learning model of delusions,,,CC-BY,Author copyright,Yes,"£1,044.55",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3706442,10.1371/journal.pone.0065789,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Genetics of callous-unemotional behavior in children,,,CC-BY,Author copyright,Yes,£443.38,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3676342,10.1371/journal.pone.0065856,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Binge drinking and blood pressure: cross-sectional results of the HAPIEE Study,,,CC-BY,Author copyright,Yes,£867.30,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3691179,10.1371/journal.pone.0065873,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Genetic diversity of mycobacterium tuberculosis in Peru and exploration of phylogenetic associations.,,,CC-BY,Author copyright,Yes,£907.08,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3681921,10.1371/journal.pone.0066068,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Identification and analysis of putative homologues of mechanosensitive channels in pathogenic protozoa,,,CC-BY,Author copyright,Yes,"£1,041.66",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3677912,10.1371/journal.pone.0066129,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,A Modified RNA-Seq Approach for Whole Genome Sequencing of RNA Viruses from Faecal and Blood Samples,,,CC-BY,Author copyright,Yes,£887.31,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3680382,10.1371/journal.pone.0066242,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Pentrose phosphate pathway function affects tolerance to the G-quadruplex binder TMPyP4,,,CC-BY,Author copyright,Yes,"£1,068.23",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3686795,10.1371/journal.pone.0066247,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,CD38 Structure-Based Inhibitor Design Using the N1-Cyclic Inosine 5'-Diphosphate Ribose Template.,,,CC-BY,Author copyright,Yes,"£1,044.35",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3689675,10.1371/journal.pone.0066673,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Structural insights into Clostridium perfringens Delta toxin pore formation,,,CC-BY,Author copyright,Yes,£918.62,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3694138,10.1371/journal.pone.0066833,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,A Bovine Lymphosarcoma Cell Line Infected with Theileria annulata Exhibits an Irreversible Reconfiguration of Host Cell Gene Expression.,,,CC-BY,Author copyright,Yes,£886.18,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3694164,10.1371/journal.pone.0067069,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Regulation of Trypanosoma brusei total and polysomal MRNA during development within its mammalian host,,,CC-BY,Author copyright,Yes,£902.12,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3694955,10.1371/journal.pone.0067096,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,On the importance of countergradients for the development of retinotopy: Insights from a generalised Insights from a generalised,,,CC-BY,Author copyright,Yes,£809.29,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3691227,10.1371/journal.pone.0067206,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Quality Control Methods in Accelerometer Data Processing: Defining Minimum Wear Time,,,CC-BY,Author copyright,Yes,£858.15,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3696104,10.1371/journal.pone.0067311,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"A prospective longitudinal study of the clinical outcomes from cryptococcal meningitis following treatment induction with 800mg oral fluconazole in Blantyre, Malawi",,,CC-BY,Author copyright,Yes,"£1,064.04",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3691111,10.1371/journal.pone.0067324,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Assessment of health benefits and cost-effectiveness of 10-valent and 13-valent pneumococcal conjugate vaccination in Kenyan children.,,,CC-BY,Author copyright,Yes,£825.68,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3701006,10.1371/journal.pone.0067352,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Parents' agendas in paediatric clinical trial recruitment are different from researchers' and often remain unvoiced: A qualitative study,,,CC-BY,Author copyright,Yes,"£1,064.04",Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3686740,10.1371/journal.pone.0067575,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Neighbourhood, route and workplace-related environmental characteristics predict adults' mode of travel to work",,,CC-BY,Author copyright,Yes,£214.74,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3695900,10.1371/journal.pone.0067627,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Determinants of change in children's sedentary time,,,CC-BY,Author copyright,Yes,£741.35,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3694102,10.1371/journal.pone.0067689,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Modulation of Higher Order Chromatin Conformation in Mammalian Cell Nuclei Can Be Mediated by Polyamines and Divalent Cations.,,,CC-BY,Author copyright,Yes,£909.99,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3701544,10.1371/journal.pone.0067744,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,Towards Clinical Molecular Diagnosis of Inherited Cardiac Conditions: A Comparison of Bench-Top Genome DNA Sequencers,,,CC-BY,Author copyright,Yes,£534.26,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
,PMC3706538,10.1371/journal.pone.0067763,PLOS,PLOS,1932-6203,3.73,PLOS One,Pure OA,"Household transmission of rotavirus in a community with rotvirus vaccination in Quininde, Ecuador",,,CC-BY,Author copyright,Yes,£986.72,Stuart Lawson,,ROMEO,PMC,DOI,,OAG
